Gr Liv Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
2372,432.0,107500,True,False,False,False,False
1701,0.0,94550,False,True,False,False,False
1960,400.0,124500,False,False,True,False,False
1389,240.0,135000,True,False,False,False,False
1447,0.0,103000,True,False,False,False,False
936,576.0,93000,False,True,False,False,False
1328,308.0,129500,True,False,False,False,False
1387,256.0,93000,False,True,False,False,False
861,288.0,80000,True,False,False,False,False
612,308.0,45000,True,False,False,False,False
968,0.0,37900,True,False,False,False,False
886,273.0,91300,True,False,False,False,False
792,287.0,99500,True,False,False,False,False
1452,0.0,113000,False,True,False,False,False
1510,720.0,87500,True,False,False,False,False
1284,240.0,110000,True,False,False,False,False
2138,360.0,106000,True,False,False,False,False
2640,864.0,265979,True,False,False,False,False
2007,357.0,160000,True,False,False,False,False
1288,280.0,119000,True,False,False,False,False
1742,424.0,168000,True,False,False,False,False
816,0.0,58500,True,False,False,False,False
1482,324.0,143000,True,False,False,False,False
1022,280.0,85000,True,False,False,False,False
1869,456.0,124900,True,False,False,False,False
1480,207.0,119000,True,False,False,False,False
1521,640.0,146500,True,False,False,False,False
720,0.0,34900,True,False,False,False,False
797,0.0,44000,True,False,False,False,False
1576,528.0,223500,True,False,False,False,False
1432,216.0,149000,True,False,False,False,False
1548,672.0,205000,True,False,False,False,False
1654,336.0,137000,True,False,False,False,False
952,192.0,121000,True,False,False,False,False
1324,240.0,128000,True,False,False,False,False
1176,624.0,134900,True,False,False,False,False
1348,216.0,117000,True,False,False,False,False
1412,280.0,132500,True,False,False,False,False
1142,320.0,93000,True,False,False,False,False
904,180.0,119000,True,False,False,False,False
1301,440.0,100000,True,False,False,False,False
1539,576.0,141500,True,False,False,False,False
1573,240.0,133000,True,False,False,False,False
800,0.0,60000,True,False,False,False,False
875,180.0,105000,True,False,False,False,False
995,264.0,115000,True,False,False,False,False
1582,250.0,150000,True,False,False,False,False
1072,1184.0,126500,True,False,False,False,False
2134,441.0,214500,True,False,False,False,False
2019,532.0,167500,True,False,False,False,False
1768,576.0,155000,True,False,False,False,False
1826,164.0,155000,True,False,False,False,False
1944,216.0,179900,True,False,False,False,False
2229,0.0,104000,True,False,False,False,False
2128,0.0,62500,False,False,True,False,False
1930,316.0,149000,True,False,False,False,False
1208,539.0,103000,True,False,False,False,False
1427,379.0,123000,True,False,False,False,False
1864,0.0,97500,False,True,False,False,False
1666,384.0,135000,True,False,False,False,False
892,0.0,70000,True,False,False,False,False
1403,308.0,116000,False,True,False,False,False
704,220.0,88750,True,False,False,False,False
1200,0.0,179000,False,False,True,False,False
1200,0.0,179000,False,False,True,False,False
1152,252.0,159900,False,False,True,False,False
904,0.0,61000,True,False,False,False,False
1369,300.0,103600,True,False,False,False,False
1112,226.0,63000,True,False,False,False,False
1464,480.0,175000,True,False,False,False,False
1121,480.0,139000,True,False,False,False,False
1683,440.0,172500,True,False,False,False,False
1052,668.0,113500,True,False,False,False,False
899,288.0,130000,True,False,False,False,False
1034,504.0,149900,True,False,False,False,False
858,576.0,134900,True,False,False,False,False
860,528.0,137000,True,False,False,False,False
1092,288.0,139000,True,False,False,False,False
1774,384.0,165000,True,False,False,False,False
1138,480.0,148000,True,False,False,False,False
2071,336.0,165000,True,False,False,False,False
660,0.0,63900,True,False,False,False,False
1788,304.0,161500,True,False,False,False,False
1473,452.0,143000,True,False,False,False,False
1229,284.0,135000,True,False,False,False,False
861,539.0,82500,True,False,False,False,False
1867,303.0,190000,True,False,False,False,False
1733,452.0,139600,True,False,False,False,False
1383,498.0,122000,True,False,False,False,False
1689,480.0,127500,True,False,False,False,False
1073,340.0,121500,True,False,False,False,False
1276,350.0,60000,True,False,False,False,False
1639,240.0,154400,True,False,False,False,False
672,234.0,113000,True,False,False,False,False
1089,252.0,125000,True,False,False,False,False
845,290.0,84000,True,False,False,False,False
1049,266.0,139500,False,False,False,False,True
1716,281.0,131000,True,False,False,False,False
1258,280.0,105000,True,False,False,False,False
1510,296.0,108000,True,False,False,False,False
1061,462.0,162000,True,False,False,False,False
1338,576.0,156500,True,False,False,False,False
2132,612.0,316600,True,False,False,False,False
2196,701.0,271900,True,False,False,False,False
1775,425.0,213000,True,False,False,False,False
1879,473.0,239900,True,False,False,False,False
2020,466.0,239500,True,False,False,False,False
2016,576.0,131000,True,False,False,False,False
1535,410.0,118964,False,False,True,False,False
1224,528.0,153337,False,False,True,False,False
2228,720.0,147983,False,False,True,False,False
1535,400.0,118858,False,False,True,False,False
1535,400.0,118858,False,False,True,False,False
2240,528.0,142953,False,False,True,False,False
1229,672.0,148325,False,False,True,False,False
1513,400.0,113722,False,False,True,False,False
2787,820.0,269500,False,False,True,False,False
2787,820.0,269500,False,False,True,False,False
2787,820.0,269500,False,False,True,False,False
1680,1138.0,323262,True,False,False,False,False
1718,826.0,297000,True,False,False,False,False
1630,860.0,295493,True,False,False,False,False
1720,846.0,332000,True,False,False,False,False
1468,904.0,239900,True,False,False,False,False
1768,578.0,212000,True,False,False,False,False
1838,524.0,272500,True,False,False,False,False
1800,702.0,239000,True,False,False,False,False
1604,660.0,220000,True,False,False,False,False
1290,662.0,200000,True,False,False,False,False
1254,810.0,221800,True,False,False,False,False
1232,632.0,194500,True,False,False,False,False
1498,844.0,237000,True,False,False,False,False
1422,440.0,173000,True,False,False,False,False
1644,569.0,275000,True,False,False,False,False
1759,525.0,233500,True,False,False,False,False
2126,538.0,185000,True,False,False,False,False
1040,576.0,152000,True,False,False,False,False
990,440.0,143000,True,False,False,False,False
1764,470.0,231500,True,False,False,False,False
1661,550.0,212000,True,False,False,False,False
1463,539.0,207000,True,False,False,False,False
1097,672.0,145000,True,False,False,False,False
990,480.0,138000,True,False,False,False,False
1779,546.0,197900,True,False,False,False,False
1501,577.0,204000,True,False,False,False,False
1431,666.0,192000,True,False,False,False,False
1772,492.0,200000,True,False,False,False,False
1660,493.0,195000,True,False,False,False,False
1573,544.0,227000,True,False,False,False,False
1840,622.0,230000,True,False,False,False,False
1430,605.0,187100,True,False,False,False,False
1444,577.0,203000,True,False,False,False,False
1492,608.0,201000,True,False,False,False,False
1040,0.0,124000,True,False,False,False,False
907,343.0,140000,True,False,False,False,False
914,444.0,134900,True,False,False,False,False
1040,484.0,150500,True,False,False,False,False
864,336.0,136500,True,False,False,False,False
1268,252.0,143500,True,False,False,False,False
864,338.0,133500,True,False,False,False,False
894,600.0,123000,True,False,False,False,False
768,396.0,133900,True,False,False,False,False
768,396.0,133000,True,False,False,False,False
1611,1231.0,250000,True,False,False,False,False
2184,570.0,254750,True,False,False,False,False
1788,522.0,236500,True,False,False,False,False
1872,531.0,261500,True,False,False,False,False
2153,736.0,313000,True,False,False,False,False
1725,550.0,198500,True,False,False,False,False
1870,608.0,211000,True,False,False,False,False
1513,521.0,220000,True,False,False,False,False
1504,478.0,203000,True,False,False,False,False
1828,523.0,279500,True,False,False,False,False
1417,511.0,210000,True,False,False,False,False
2034,645.0,219500,True,False,False,False,False
1716,512.0,191000,True,False,False,False,False
1212,573.0,178000,True,False,False,False,False
1630,451.0,213000,True,False,False,False,False
848,420.0,144000,False,False,False,False,True
848,420.0,140000,False,False,False,False,True
1602,810.0,293200,True,False,False,False,False
1728,572.0,190000,True,False,False,False,False
1500,570.0,190000,True,False,False,False,False
1476,540.0,173500,True,False,False,False,False
1396,440.0,170000,True,False,False,False,False
1126,520.0,108000,True,False,False,False,False
1486,480.0,167000,True,False,False,False,False
816,288.0,100000,True,False,False,False,False
1922,672.0,198500,True,False,False,False,False
1426,440.0,159500,True,False,False,False,False
1149,544.0,127000,True,False,False,False,False
1125,352.0,125000,True,False,False,False,False
1698,768.0,320000,True,False,False,False,False
1072,525.0,145500,False,False,False,False,True
698,0.0,118000,True,False,False,False,False
876,320.0,85000,True,False,False,False,False
1368,195.0,120000,True,False,False,False,False
1529,240.0,98000,True,False,False,False,False
864,0.0,99900,True,False,False,False,False
944,528.0,82000,True,False,False,False,False
1678,0.0,119900,False,False,True,False,False
1560,313.0,103500,True,False,False,False,False
960,288.0,112000,True,False,False,False,False
1196,528.0,110000,True,False,False,False,False
1298,256.0,122000,True,False,False,False,False
1604,660.0,117000,True,False,False,False,False
1268,250.0,160000,True,False,False,False,False
1520,281.0,159434,True,False,False,False,False
438,246.0,60000,True,False,False,False,False
1489,240.0,139500,True,False,False,False,False
3082,672.0,197000,True,False,False,False,False
1242,180.0,105000,True,False,False,False,False
1981,576.0,135000,True,False,False,False,False
1232,440.0,147500,True,False,False,False,False
1608,216.0,137450,True,False,False,False,False
1135,576.0,155000,True,False,False,False,False
1913,342.0,177000,True,False,False,False,False
1477,216.0,145000,True,False,False,False,False
1228,215.0,137000,True,False,False,False,False
2080,282.0,234000,True,False,False,False,False
1567,440.0,205000,True,False,False,False,False
1494,213.0,177500,True,False,False,False,False
1308,256.0,160000,True,False,False,False,False
1273,307.0,155000,True,False,False,False,False
964,432.0,163500,True,False,False,False,False
1343,186.0,154900,True,False,False,False,False
2480,400.0,205000,False,False,True,False,False
1112,390.0,144800,True,False,False,False,False
1564,234.0,174500,True,False,False,False,False
1561,463.0,193000,True,False,False,False,False
1523,295.0,158000,True,False,False,False,False
1152,300.0,158500,True,False,False,False,False
1906,576.0,224000,True,False,False,False,False
1032,452.0,115000,False,False,False,True,False
1229,462.0,137000,False,False,False,False,True
1229,462.0,121000,False,False,False,True,False
1229,462.0,124000,False,False,False,False,True
1982,501.0,208000,True,False,False,False,False
2365,551.0,315000,True,False,False,False,False
1680,540.0,222000,True,False,False,False,False
1344,468.0,147000,True,False,False,False,False
2168,576.0,123000,True,False,False,False,False
1192,189.0,78000,True,False,False,False,False
1526,0.0,85000,True,False,False,False,False
572,200.0,75000,True,False,False,False,False
1648,482.0,230000,False,False,False,False,True
810,280.0,57625,True,False,False,False,False
2052,642.0,251000,True,False,False,False,False
2149,670.0,239686,True,False,False,False,False
1710,550.0,240000,True,False,False,False,False
1961,560.0,215000,True,False,False,False,False
926,351.0,156450,True,False,False,False,False
1287,541.0,173000,True,False,False,False,False
1734,539.0,126000,False,False,True,False,False
1217,497.0,173000,True,False,False,False,False
1595,672.0,152000,True,False,False,False,False
1344,525.0,137500,True,False,False,False,False
2036,513.0,375000,True,False,False,False,False
1620,912.0,315500,True,False,False,False,False
1692,650.0,224500,True,False,False,False,False
2036,780.0,410000,True,False,False,False,False
1641,885.0,316500,True,False,False,False,False
1466,610.0,201000,True,False,False,False,False
1412,576.0,175000,True,False,False,False,False
2237,440.0,204000,True,False,False,False,False
1479,578.0,213500,True,False,False,False,False
1296,471.0,220000,True,False,False,False,False
2014,486.0,170000,True,False,False,False,False
1838,765.0,315000,True,False,False,False,False
1978,920.0,425000,True,False,False,False,False
1008,384.0,139500,True,False,False,False,False
1771,336.0,115000,True,False,False,False,False
1204,412.0,162000,False,False,False,False,True
1224,402.0,165000,False,False,False,False,True
988,297.0,91000,False,False,False,True,False
874,288.0,130000,True,False,False,False,False
630,286.0,86000,False,False,False,True,False
1404,504.0,160000,True,False,False,False,False
630,286.0,80000,False,False,False,False,True
1344,0.0,97000,False,False,False,True,False
1092,286.0,88000,False,False,False,False,True
796,336.0,131900,True,False,False,False,False
1091,429.0,131250,True,False,False,False,False
1110,602.0,165500,True,False,False,False,False
833,0.0,112000,True,False,False,False,False
883,698.0,149000,True,False,False,False,False
1362,480.0,143000,True,False,False,False,False
1287,440.0,130000,True,False,False,False,False
1567,714.0,196000,True,False,False,False,False
1632,898.0,173000,True,False,False,False,False
1414,601.0,176500,True,False,False,False,False
2117,550.0,237500,True,False,False,False,False
2112,576.0,206900,True,False,False,False,False
1604,470.0,187500,True,False,False,False,False
1470,420.0,165000,True,False,False,False,False
1604,472.0,195500,True,False,False,False,False
1638,472.0,192000,True,False,False,False,False
1636,386.0,173000,True,False,False,False,False
1384,404.0,177900,True,False,False,False,False
1446,406.0,175000,True,False,False,False,False
1593,682.0,286000,False,False,False,False,True
1682,528.0,247900,True,False,False,False,False
1337,462.0,180000,False,False,False,False,True
1280,506.0,180000,False,False,False,False,True
1604,470.0,181000,True,False,False,False,False
1633,460.0,183000,True,False,False,False,False
1658,431.0,188000,True,False,False,False,False
1895,409.0,194500,True,False,False,False,False
1709,416.0,185000,True,False,False,False,False
1228,472.0,189000,False,False,False,False,True
1337,462.0,188500,False,False,False,False,True
2500,683.0,355000,True,False,False,False,False
2504,656.0,325000,True,False,False,False,False
1884,670.0,387000,True,False,False,False,False
1474,495.0,115000,True,False,False,False,False
1710,557.0,334000,False,False,False,False,True
1488,738.0,133000,True,False,False,False,False
2093,542.0,215000,True,False,False,False,False
1688,528.0,226500,True,False,False,False,False
1422,576.0,175500,True,False,False,False,False
1260,598.0,181900,True,False,False,False,False
2064,550.0,235000,True,False,False,False,False
1782,551.0,220000,True,False,False,False,False
2872,619.0,272000,True,False,False,False,False
1211,461.0,161000,True,False,False,False,False
1126,540.0,175000,True,False,False,False,False
2044,489.0,185000,True,False,False,False,False
1308,484.0,146900,True,False,False,False,False
2840,1314.0,292500,True,False,False,False,False
1523,478.0,180000,True,False,False,False,False
1444,473.0,159900,True,False,False,False,False
1964,483.0,205000,True,False,False,False,False
1178,439.0,157000,True,False,False,False,False
2340,787.0,306000,True,False,False,False,False
1792,480.0,133000,False,False,True,False,False
1054,460.0,151000,True,False,False,False,False
936,288.0,111900,True,False,False,False,False
864,576.0,123000,True,False,False,False,False
864,576.0,111250,True,False,False,False,False
1337,511.0,181000,False,False,False,False,True
987,264.0,103400,False,False,False,True,False
987,264.0,100000,False,False,False,True,False
987,352.0,100500,False,False,False,True,False
987,280.0,106000,False,False,False,True,False
987,264.0,85400,False,False,False,True,False
987,264.0,89500,False,False,False,False,True
1302,264.0,111750,False,False,False,True,False
1069,440.0,140000,False,False,False,False,True
1456,460.0,143000,False,False,False,False,True
1055,440.0,148500,False,False,False,True,False
892,264.0,110000,True,False,False,False,False
1932,774.0,394617,True,False,False,False,False
2332,846.0,426000,True,False,False,False,False
2084,1220.0,385000,True,False,False,False,False
2713,858.0,446261,True,False,False,False,False
1582,905.0,317500,True,False,False,False,False
1710,866.0,372402,True,False,False,False,False
2464,650.0,417500,True,False,False,False,False
1950,706.0,383000,True,False,False,False,False
2748,850.0,390000,True,False,False,False,False
2790,1150.0,460000,True,False,False,False,False
2331,1003.0,379000,True,False,False,False,False
2088,656.0,250000,True,False,False,False,False
2332,756.0,316000,True,False,False,False,False
2470,789.0,615000,True,False,False,False,False
2668,726.0,412500,True,False,False,False,False
2046,871.0,284000,True,False,False,False,False
1575,732.0,284000,True,False,False,False,False
2649,746.0,421250,True,False,False,False,False
2690,795.0,370000,True,False,False,False,False
1866,870.0,336860,False,False,False,False,True
1702,1052.0,367294,False,False,False,False,True
1367,484.0,192000,False,False,False,False,True
1518,588.0,274000,False,False,False,False,True
1684,564.0,266000,False,False,False,False,True
1800,944.0,370967,False,False,False,False,True
1342,550.0,234250,False,False,False,False,True
1342,550.0,219500,False,False,False,False,True
1626,474.0,155000,False,False,False,True,False
1626,474.0,154000,False,False,False,True,False
1358,484.0,207000,False,False,False,False,True
1455,644.0,195000,False,False,False,False,True
1576,668.0,219990,False,False,False,False,True
1504,437.0,191000,False,False,False,False,True
1266,388.0,159895,True,False,False,False,False
1246,428.0,187687,True,False,False,False,False
1515,393.0,179000,True,False,False,False,False
1593,398.0,193000,True,False,False,False,False
1166,400.0,190000,True,False,False,False,False
1456,400.0,176000,True,False,False,False,False
1720,400.0,188000,True,False,False,False,False
1986,434.0,213000,True,False,False,False,False
1358,484.0,217300,False,False,False,False,True
1792,451.0,186500,True,False,False,False,False
1892,431.0,226750,True,False,False,False,False
1490,388.0,184000,True,False,False,False,False
1414,403.0,176000,True,False,False,False,False
2322,400.0,225000,True,False,False,False,False
1651,450.0,185900,True,False,False,False,False
2199,516.0,284500,True,False,False,False,False
2630,696.0,315000,True,False,False,False,False
2198,836.0,250000,True,False,False,False,False
2172,687.0,291000,True,False,False,False,False
2006,938.0,350000,True,False,False,False,False
2125,576.0,279500,True,False,False,False,False
2501,751.0,290000,True,False,False,False,False
2113,839.0,350000,True,False,False,False,False
2418,983.0,341000,True,False,False,False,False
2197,783.0,287500,True,False,False,False,False
2127,525.0,271000,True,False,False,False,False
1987,691.0,301500,True,False,False,False,False
1580,830.0,235128,True,False,False,False,False
1933,668.0,214000,True,False,False,False,False
1574,824.0,232000,True,False,False,False,False
1578,642.0,240000,True,False,False,False,False
1506,592.0,264132,True,False,False,False,False
1563,758.0,245000,True,False,False,False,False
1428,554.0,227680,True,False,False,False,False
1861,851.0,257000,True,False,False,False,False
1874,880.0,297900,True,False,False,False,False
1460,480.0,247000,True,False,False,False,False
1372,588.0,212700,True,False,False,False,False
1372,529.0,250580,True,False,False,False,False
1428,480.0,182000,True,False,False,False,False
1768,603.0,226700,True,False,False,False,False
1992,648.0,250000,True,False,False,False,False
1958,936.0,250000,True,False,False,False,False
2078,836.0,339750,True,False,False,False,False
1665,562.0,205950,True,False,False,False,False
1660,660.0,256000,True,False,False,False,False
1218,462.0,230348,True,False,False,False,False
1728,673.0,207500,True,False,False,False,False
1080,0.0,141000,True,False,False,False,False
1696,542.0,188000,True,False,False,False,False
1663,478.0,192500,True,False,False,False,False
1175,0.0,146000,True,False,False,False,False
1114,576.0,159000,True,False,False,False,False
1114,576.0,155000,True,False,False,False,False
1640,520.0,173000,True,False,False,False,False
1162,483.0,170000,True,False,False,False,False
1609,525.0,182000,True,False,False,False,False
1680,474.0,163000,True,False,False,False,False
1679,575.0,193500,True,False,False,False,False
1657,483.0,189000,True,False,False,False,False
1677,627.0,190500,True,False,False,False,False
1737,506.0,175000,True,False,False,False,False
1294,496.0,179200,True,False,False,False,False
1710,506.0,187000,True,False,False,False,False
1617,533.0,193000,False,False,False,False,True
1199,530.0,153900,False,False,False,False,True
984,384.0,128000,True,False,False,False,False
912,352.0,144000,True,False,False,False,False
864,420.0,135000,True,False,False,False,False
890,308.0,115000,False,True,False,False,False
864,276.0,119916,True,False,False,False,False
912,288.0,142000,True,False,False,False,False
1430,484.0,192000,True,False,False,False,False
1641,490.0,140000,True,False,False,False,False
2683,473.0,290000,True,False,False,False,False
2786,636.0,372500,True,False,False,False,False
1391,530.0,196000,False,False,False,False,True
1250,625.0,171900,False,False,False,False,True
1245,495.0,178000,False,False,False,False,True
1200,480.0,165000,False,False,False,False,True
1392,540.0,146000,False,False,False,False,True
1392,540.0,146000,False,False,False,False,True
1501,440.0,179400,False,False,False,True,False
1549,440.0,172900,False,False,False,True,False
1638,495.0,300000,False,False,False,False,True
1310,545.0,285000,False,False,False,False,True
1419,588.0,290000,False,False,False,False,True
1557,484.0,305000,False,False,False,False,True
1709,506.0,328900,False,False,False,False,True
1252,462.0,160000,False,False,False,True,False
1404,462.0,170000,False,False,False,True,False
1789,546.0,223000,True,False,False,False,False
1586,480.0,170000,False,False,False,True,False
1607,480.0,200000,False,False,False,True,False
2393,846.0,345000,False,False,False,False,True
1288,500.0,245500,False,False,False,False,True
1239,477.0,217500,False,False,False,False,True
1719,473.0,324000,False,False,False,False,True
1232,516.0,162500,True,False,False,False,False
2944,864.0,150000,True,False,False,False,False
1671,550.0,290000,True,False,False,False,False
1812,469.0,205000,True,False,False,False,False
1682,530.0,174000,True,False,False,False,False
1427,516.0,183000,True,False,False,False,False
1740,512.0,150000,True,False,False,False,False
1258,528.0,145000,True,False,False,False,False
1620,578.0,215000,True,False,False,False,False
1625,484.0,140500,False,False,True,False,False
2614,624.0,240000,True,False,False,False,False
1464,470.0,141000,True,False,False,False,False
912,576.0,147000,True,False,False,False,False
925,576.0,135000,True,False,False,False,False
1728,576.0,145000,False,False,True,False,False
1728,576.0,142600,False,False,True,False,False
1656,506.0,135000,False,False,True,False,False
1670,464.0,170000,True,False,False,False,False
2715,831.0,299800,True,False,False,False,False
1876,540.0,185000,True,False,False,False,False
1632,484.0,173000,True,False,False,False,False
999,588.0,178400,True,False,False,False,False
1978,486.0,176000,True,False,False,False,False
1014,267.0,98000,True,False,False,False,False
907,352.0,109008,True,False,False,False,False
952,283.0,135750,True,False,False,False,False
1128,525.0,155000,True,False,False,False,False
1425,576.0,180500,True,False,False,False,False
1165,490.0,174900,True,False,False,False,False
1136,384.0,140000,True,False,False,False,False
1092,504.0,145000,True,False,False,False,False
1265,502.0,179900,True,False,False,False,False
1350,520.0,168500,True,False,False,False,False
1114,451.0,140000,True,False,False,False,False
1053,312.0,145500,True,False,False,False,False
1252,528.0,142000,True,False,False,False,False
1100,312.0,141000,True,False,False,False,False
1118,264.0,153000,True,False,False,False,False
720,287.0,72500,True,False,False,False,False
729,0.0,52000,True,False,False,False,False
1077,205.0,118000,False,True,False,False,False
906,231.0,87000,True,False,False,False,False
1496,450.0,141500,True,False,False,False,False
1252,288.0,119000,True,False,False,False,False
1337,264.0,141500,True,False,False,False,False
1661,377.0,165500,True,False,False,False,False
1036,312.0,112900,True,False,False,False,False
1820,492.0,201800,True,False,False,False,False
1362,504.0,163000,True,False,False,False,False
1144,456.0,139950,True,False,False,False,False
1537,462.0,174000,True,False,False,False,False
1431,296.0,165000,True,False,False,False,False
1988,480.0,227000,True,False,False,False,False
1098,260.0,135000,True,False,False,False,False
1144,336.0,124000,True,False,False,False,False
1283,506.0,140000,True,False,False,False,False
1176,292.0,136500,True,False,False,False,False
1440,480.0,185000,True,False,False,False,False
1261,433.0,163000,True,False,False,False,False
1570,441.0,166800,True,False,False,False,False
1196,297.0,139000,True,False,False,False,False
1392,458.0,166000,True,False,False,False,False
1080,288.0,136000,True,False,False,False,False
1104,384.0,133000,True,False,False,False,False
882,240.0,116000,True,False,False,False,False
1152,636.0,137500,True,False,False,False,False
950,400.0,130000,True,False,False,False,False
1790,540.0,180000,True,False,False,False,False
952,840.0,139000,True,False,False,False,False
773,240.0,110000,True,False,False,False,False
1764,301.0,100000,True,False,False,False,False
1216,336.0,118500,True,False,False,False,False
1824,484.0,146000,False,False,True,False,False
869,390.0,89900,True,False,False,False,False
1159,288.0,114000,True,False,False,False,False
1558,288.0,140000,True,False,False,False,False
672,308.0,86900,True,False,False,False,False
1436,1488.0,139000,True,False,False,False,False
1294,0.0,106250,False,True,False,False,False
1716,490.0,171000,True,False,False,False,False
1044,372.0,139000,True,False,False,False,False
1312,495.0,186000,True,False,False,False,False
1253,352.0,157000,True,False,False,False,False
1081,401.0,148000,True,False,False,False,False
2069,505.0,242000,True,False,False,False,False
910,414.0,116000,True,False,False,False,False
876,576.0,94000,True,False,False,False,False
1048,420.0,98300,True,False,False,False,False
1507,404.0,127000,True,False,False,False,False
1256,311.0,159000,True,False,False,False,False
1027,299.0,125900,True,False,False,False,False
1269,308.0,155000,True,False,False,False,False
1320,576.0,138000,True,False,False,False,False
984,280.0,112500,True,False,False,False,False
832,528.0,105500,True,False,False,False,False
1278,240.0,127500,True,False,False,False,False
1800,0.0,130000,False,False,True,False,False
1588,480.0,150000,True,False,False,False,False
825,350.0,109500,True,False,False,False,False
1796,483.0,140000,True,False,False,False,False
1611,442.0,167900,True,False,False,False,False
1117,264.0,136870,True,False,False,False,False
1133,308.0,143000,True,False,False,False,False
764,504.0,73000,True,False,False,False,False
1539,686.0,157500,True,False,False,False,False
1323,400.0,122600,True,False,False,False,False
1360,330.0,111000,True,False,False,False,False
2792,520.0,256000,True,False,False,False,False
672,256.0,64000,True,False,False,False,False
1456,308.0,139500,True,False,False,False,False
1594,0.0,118000,False,True,False,False,False
2082,484.0,200000,True,False,False,False,False
1656,440.0,119164,True,False,False,False,False
1740,225.0,122250,True,False,False,False,False
1027,0.0,120000,True,False,False,False,False
1436,828.0,155000,False,True,False,False,False
899,200.0,78000,True,False,False,False,False
1080,0.0,95000,True,False,False,False,False
789,250.0,115000,True,False,False,False,False
1122,528.0,147000,True,False,False,False,False
1499,869.0,140000,True,False,False,False,False
407,297.0,46500,True,False,False,False,False
928,288.0,112500,True,False,False,False,False
901,281.0,107900,True,False,False,False,False
1588,0.0,65000,True,False,False,False,False
3493,870.0,295000,True,False,False,False,False
1627,420.0,139500,False,True,False,False,False
1416,720.0,153900,True,False,False,False,False
1450,288.0,132000,True,False,False,False,False
1344,513.0,98000,True,False,False,False,False
1017,308.0,114000,True,False,False,False,False
2350,393.0,130000,False,True,False,False,False
2058,396.0,129500,True,False,False,False,False
1540,0.0,129400,True,False,False,False,False
1378,360.0,161000,True,False,False,False,False
1912,672.0,163000,False,True,False,False,False
1484,0.0,128000,True,False,False,False,False
2358,0.0,122000,True,False,False,False,False
1111,288.0,116900,True,False,False,False,False
2775,880.0,325000,True,False,False,False,False
1086,400.0,55000,True,False,False,False,False
2495,342.0,184000,True,False,False,False,False
984,308.0,110000,True,False,False,False,False
1795,352.0,131500,True,False,False,False,False
882,308.0,97000,True,False,False,False,False
1093,308.0,115500,True,False,False,False,False
1143,288.0,138000,True,False,False,False,False
1668,252.0,108000,True,False,False,False,False
935,308.0,79500,True,False,False,False,False
1738,240.0,153000,True,False,False,False,False
784,0.0,109500,True,False,False,False,False
1210,240.0,124000,True,False,False,False,False
1290,200.0,106900,True,False,False,False,False
1672,240.0,164900,True,False,False,False,False
949,370.0,119000,True,False,False,False,False
1158,208.0,120000,True,False,False,False,False
1497,672.0,157000,True,False,False,False,False
1342,240.0,105000,True,False,False,False,False
1013,160.0,113000,True,False,False,False,False
1216,355.0,115000,True,False,False,False,False
896,280.0,79000,True,False,False,False,False
1136,336.0,123000,True,False,False,False,False
808,164.0,81300,True,False,False,False,False
1573,360.0,162900,True,False,False,False,False
2009,400.0,150000,True,False,False,False,False
1902,576.0,123500,True,False,False,False,False
1774,468.0,129900,True,False,False,False,False
1362,502.0,128000,True,False,False,False,False
520,240.0,68500,True,False,False,False,False
1285,240.0,127000,True,False,False,False,False
1848,370.0,207000,True,False,False,False,False
1820,240.0,184000,True,False,False,False,False
1716,672.0,162500,True,False,False,False,False
1505,240.0,145000,True,False,False,False,False
838,275.0,130000,True,False,False,False,False
1984,360.0,160000,False,True,False,False,False
1666,228.0,161000,True,False,False,False,False
1609,228.0,127500,True,False,False,False,False
768,440.0,93850,True,False,False,False,False
1536,308.0,136000,True,False,False,False,False
1969,400.0,141000,True,False,False,False,False
1308,400.0,120000,True,False,False,False,False
1040,320.0,127500,True,False,False,False,False
1236,384.0,127000,True,False,False,False,False
1406,0.0,89500,True,False,False,False,False
825,720.0,125000,True,False,False,False,False
1198,0.0,79900,True,False,False,False,False
759,576.0,85000,True,False,False,False,False
1344,0.0,82375,False,True,False,False,False
1469,216.0,135000,True,False,False,False,False
1054,240.0,124000,True,False,False,False,False
1211,322.0,134000,True,False,False,False,False
1271,312.0,135000,True,False,False,False,False
1588,680.0,134432,True,False,False,False,False
1355,0.0,127500,False,True,False,False,False
1075,440.0,148000,True,False,False,False,False
1040,384.0,129500,True,False,False,False,False
1096,484.0,157500,True,False,False,False,False
904,408.0,109900,True,False,False,False,False
992,294.0,145000,True,False,False,False,False
894,450.0,130000,True,False,False,False,False
1034,504.0,153000,True,False,False,False,False
1073,270.0,120000,True,False,False,False,False
1126,506.0,152000,True,False,False,False,False
1258,400.0,108959,False,False,True,False,False
1140,400.0,95541,False,True,False,False,False
1006,0.0,80000,True,False,False,False,False
1228,271.0,149350,True,False,False,False,False
960,300.0,144900,True,False,False,False,False
1188,621.0,185000,True,False,False,False,False
1383,354.0,165000,True,False,False,False,False
1252,564.0,235000,True,False,False,False,False
1601,300.0,140000,True,False,False,False,False
672,240.0,108000,True,False,False,False,False
1721,626.0,145000,True,False,False,False,False
1350,627.0,152400,True,False,False,False,False
904,912.0,144000,True,False,False,False,False
1291,431.0,173000,True,False,False,False,False
2022,505.0,192000,True,False,False,False,False
1524,478.0,245000,True,False,False,False,False
