Lot Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
5720,200.0,66500,True,False,False,False,False
15660,472.0,130000,True,False,False,False,False
9900,0.0,129000,True,False,False,False,False
6406,400.0,150000,True,False,False,False,False
6600,432.0,107500,True,False,False,False,False
7627,0.0,94550,False,True,False,False,False
7596,400.0,124500,False,False,True,False,False
3378,240.0,135000,True,False,False,False,False
10134,0.0,103000,True,False,False,False,False
6000,576.0,93000,False,True,False,False,False
6000,308.0,129500,True,False,False,False,False
6000,256.0,93000,False,True,False,False,False
7404,288.0,80000,True,False,False,False,False
5925,308.0,45000,True,False,False,False,False
5925,0.0,37900,True,False,False,False,False
5784,273.0,91300,True,False,False,False,False
8520,287.0,99500,True,False,False,False,False
4456,0.0,113000,False,True,False,False,False
9600,720.0,87500,True,False,False,False,False
3500,240.0,110000,True,False,False,False,False
8100,360.0,106000,True,False,False,False,False
11700,864.0,265979,True,False,False,False,False
8400,357.0,160000,True,False,False,False,False
3600,280.0,119000,True,False,False,False,False
17671,424.0,168000,True,False,False,False,False
3300,0.0,58500,True,False,False,False,False
9000,324.0,143000,True,False,False,False,False
7200,280.0,85000,True,False,False,False,False
8820,456.0,124900,True,False,False,False,False
5400,207.0,119000,True,False,False,False,False
9720,640.0,146500,True,False,False,False,False
7879,0.0,34900,True,False,False,False,False
9392,0.0,44000,True,False,False,False,False
21384,528.0,223500,True,False,False,False,False
6615,216.0,149000,True,False,False,False,False
7264,672.0,205000,True,False,False,False,False
4960,336.0,137000,True,False,False,False,False
8854,192.0,121000,True,False,False,False,False
6000,240.0,128000,True,False,False,False,False
6000,624.0,134900,True,False,False,False,False
6000,216.0,117000,True,False,False,False,False
6000,280.0,132500,True,False,False,False,False
6000,320.0,93000,True,False,False,False,False
6000,180.0,119000,True,False,False,False,False
6911,440.0,100000,True,False,False,False,False
6120,576.0,141500,True,False,False,False,False
6120,240.0,133000,True,False,False,False,False
6120,0.0,60000,True,False,False,False,False
6120,180.0,105000,True,False,False,False,False
6120,264.0,115000,True,False,False,False,False
6120,250.0,150000,True,False,False,False,False
8635,1184.0,126500,True,False,False,False,False
11888,441.0,214500,True,False,False,False,False
11414,532.0,167500,True,False,False,False,False
8094,576.0,155000,True,False,False,False,False
2500,164.0,155000,True,False,False,False,False
9928,216.0,179900,True,False,False,False,False
5520,0.0,104000,True,False,False,False,False
3000,0.0,62500,False,False,True,False,False
6876,316.0,149000,True,False,False,False,False
6240,539.0,103000,True,False,False,False,False
5775,379.0,123000,True,False,False,False,False
5852,0.0,97500,False,True,False,False,False
5160,384.0,135000,True,False,False,False,False
5160,0.0,70000,True,False,False,False,False
10320,308.0,116000,False,True,False,False,False
4280,220.0,88750,True,False,False,False,False
10800,0.0,179000,False,False,True,False,False
10800,0.0,179000,False,False,True,False,False
10547,252.0,159900,False,False,True,False,False
10020,0.0,61000,True,False,False,False,False
6629,300.0,103600,True,False,False,False,False
9780,226.0,63000,True,False,False,False,False
12886,480.0,175000,True,False,False,False,False
8816,480.0,139000,True,False,False,False,False
11184,440.0,172500,True,False,False,False,False
11625,668.0,113500,True,False,False,False,False
7800,288.0,130000,True,False,False,False,False
8014,504.0,149900,True,False,False,False,False
7252,576.0,134900,True,False,False,False,False
8740,528.0,137000,True,False,False,False,False
11616,288.0,139000,True,False,False,False,False
15400,384.0,165000,True,False,False,False,False
15312,480.0,148000,True,False,False,False,False
15584,336.0,165000,True,False,False,False,False
9000,0.0,63900,True,False,False,False,False
11250,304.0,161500,True,False,False,False,False
25095,452.0,143000,True,False,False,False,False
17140,284.0,135000,True,False,False,False,False
12342,539.0,82500,True,False,False,False,False
10708,303.0,190000,True,False,False,False,False
13680,452.0,139600,True,False,False,False,False
15635,498.0,122000,True,False,False,False,False
9855,480.0,127500,True,False,False,False,False
9571,340.0,121500,True,False,False,False,False
9571,350.0,60000,True,False,False,False,False
9350,240.0,154400,True,False,False,False,False
9340,234.0,113000,True,False,False,False,False
7440,252.0,125000,True,False,False,False,False
11500,290.0,84000,True,False,False,False,False
4235,266.0,139500,False,False,False,False,True
11409,281.0,131000,True,False,False,False,False
9060,280.0,105000,True,False,False,False,False
9084,296.0,108000,True,False,False,False,False
10778,462.0,162000,True,False,False,False,False
19255,576.0,156500,True,False,False,False,False
12327,612.0,316600,True,False,False,False,False
14684,701.0,271900,True,False,False,False,False
9317,425.0,213000,True,False,False,False,False
10560,473.0,239900,True,False,False,False,False
9828,466.0,239500,True,False,False,False,False
26400,576.0,131000,True,False,False,False,False
7018,410.0,118964,False,False,True,False,False
7018,528.0,153337,False,False,True,False,False
7018,720.0,147983,False,False,True,False,False
7018,400.0,118858,False,False,True,False,False
7018,400.0,118858,False,False,True,False,False
7018,528.0,142953,False,False,True,False,False
7040,672.0,148325,False,False,True,False,False
7007,400.0,113722,False,False,True,False,False
11855,820.0,269500,False,False,True,False,False
7939,820.0,269500,False,False,True,False,False
7976,820.0,269500,False,False,True,False,False
10933,1138.0,323262,True,False,False,False,False
10637,826.0,297000,True,False,False,False,False
10226,860.0,295493,True,False,False,False,False
10816,846.0,332000,True,False,False,False,False
9178,904.0,239900,True,False,False,False,False
10769,578.0,212000,True,False,False,False,False
11422,524.0,272500,True,False,False,False,False
11923,702.0,239000,True,False,False,False,False
8814,660.0,220000,True,False,False,False,False
6762,662.0,200000,True,False,False,False,False
10324,810.0,221800,True,False,False,False,False
7314,632.0,194500,True,False,False,False,False
11645,844.0,237000,True,False,False,False,False
11646,440.0,173000,True,False,False,False,False
12800,569.0,275000,True,False,False,False,False
16698,525.0,233500,True,False,False,False,False
28698,538.0,185000,True,False,False,False,False
12464,576.0,152000,True,False,False,False,False
9757,440.0,143000,True,False,False,False,False
15426,470.0,231500,True,False,False,False,False
10667,550.0,212000,True,False,False,False,False
14753,539.0,207000,True,False,False,False,False
10859,672.0,145000,True,False,False,False,False
8072,480.0,138000,True,False,False,False,False
10400,546.0,197900,True,False,False,False,False
10335,577.0,204000,True,False,False,False,False
9017,666.0,192000,True,False,False,False,False
8750,492.0,200000,True,False,False,False,False
8935,493.0,195000,True,False,False,False,False
9808,544.0,227000,True,False,False,False,False
12420,622.0,230000,True,False,False,False,False
16285,605.0,187100,True,False,False,False,False
10739,577.0,203000,True,False,False,False,False
11166,608.0,201000,True,False,False,False,False
8430,0.0,124000,True,False,False,False,False
16269,343.0,140000,True,False,False,False,False
6950,444.0,134900,True,False,False,False,False
8800,484.0,150500,True,False,False,False,False
7000,336.0,136500,True,False,False,False,False
9286,252.0,143500,True,False,False,False,False
15523,338.0,133500,True,False,False,False,False
7200,600.0,123000,True,False,False,False,False
7200,396.0,133900,True,False,False,False,False
8445,396.0,133000,True,False,False,False,False
11664,1231.0,250000,True,False,False,False,False
12334,570.0,254750,True,False,False,False,False
11838,522.0,236500,True,False,False,False,False
11885,531.0,261500,True,False,False,False,False
11050,736.0,313000,True,False,False,False,False
8749,550.0,198500,True,False,False,False,False
11250,608.0,211000,True,False,False,False,False
15750,521.0,220000,True,False,False,False,False
11883,478.0,203000,True,False,False,False,False
12782,523.0,279500,True,False,False,False,False
8750,511.0,210000,True,False,False,False,False
9375,645.0,219500,True,False,False,False,False
8750,512.0,191000,True,False,False,False,False
9100,573.0,178000,True,False,False,False,False
9750,451.0,213000,True,False,False,False,False
4435,420.0,144000,False,False,False,False,True
4435,420.0,140000,False,False,False,False,True
10200,810.0,293200,True,False,False,False,False
9313,572.0,190000,True,False,False,False,False
8487,570.0,190000,True,False,False,False,False
8633,540.0,173500,True,False,False,False,False
11069,440.0,170000,True,False,False,False,False
8777,520.0,108000,True,False,False,False,False
9937,480.0,167000,True,False,False,False,False
8877,288.0,100000,True,False,False,False,False
7301,672.0,198500,True,False,False,False,False
7950,440.0,159500,True,False,False,False,False
10682,544.0,127000,True,False,False,False,False
7200,352.0,125000,True,False,False,False,False
13286,768.0,320000,True,False,False,False,False
3675,525.0,145500,False,False,False,False,True
9405,0.0,118000,True,False,False,False,False
6410,320.0,85000,True,False,False,False,False
11767,195.0,120000,True,False,False,False,False
8405,240.0,98000,True,False,False,False,False
4060,0.0,99900,True,False,False,False,False
10206,528.0,82000,True,False,False,False,False
10926,0.0,119900,False,False,True,False,False
11767,313.0,103500,True,False,False,False,False
8926,288.0,112000,True,False,False,False,False
12354,528.0,110000,True,False,False,False,False
8212,256.0,122000,True,False,False,False,False
10998,660.0,117000,True,False,False,False,False
6300,250.0,160000,True,False,False,False,False
4500,281.0,159434,True,False,False,False,False
8400,246.0,60000,True,False,False,False,False
9900,240.0,139500,True,False,False,False,False
15863,672.0,197000,True,False,False,False,False
5707,180.0,105000,True,False,False,False,False
7804,576.0,135000,True,False,False,False,False
8574,440.0,147500,True,False,False,False,False
6171,216.0,137450,True,False,False,False,False
7200,576.0,155000,True,False,False,False,False
7558,342.0,177000,True,False,False,False,False
6292,216.0,145000,True,False,False,False,False
7155,215.0,137000,True,False,False,False,False
10918,282.0,234000,True,False,False,False,False
13680,440.0,205000,True,False,False,False,False
7500,213.0,177500,True,False,False,False,False
9600,256.0,160000,True,False,False,False,False
14680,307.0,155000,True,False,False,False,False
13360,432.0,163500,True,False,False,False,False
7681,186.0,154900,True,False,False,False,False
8145,400.0,205000,False,False,True,False,False
9100,390.0,144800,True,False,False,False,False
12000,234.0,174500,True,False,False,False,False
13339,463.0,193000,True,False,False,False,False
15600,295.0,158000,True,False,False,False,False
14000,300.0,158500,True,False,False,False,False
17500,576.0,224000,True,False,False,False,False
1733,452.0,115000,False,False,False,True,False
1488,462.0,137000,False,False,False,False,True
1612,462.0,121000,False,False,False,True,False
1300,462.0,124000,False,False,False,False,True
13607,501.0,208000,True,False,False,False,False
17597,551.0,315000,True,False,False,False,False
21695,540.0,222000,True,False,False,False,False
10690,468.0,147000,True,False,False,False,False
8660,576.0,123000,True,False,False,False,False
6402,189.0,78000,True,False,False,False,False
8470,0.0,85000,True,False,False,False,False
10200,200.0,75000,True,False,False,False,False
3843,482.0,230000,False,False,False,False,True
21780,280.0,57625,True,False,False,False,False
10125,642.0,251000,True,False,False,False,False
12822,670.0,239686,True,False,False,False,False
12118,550.0,240000,True,False,False,False,False
12209,560.0,215000,True,False,False,False,False
9750,351.0,156450,True,False,False,False,False
9360,541.0,173000,True,False,False,False,False
10125,539.0,126000,False,False,True,False,False
9947,497.0,173000,True,False,False,False,False
11070,672.0,152000,True,False,False,False,False
14375,525.0,137500,True,False,False,False,False
215245,513.0,375000,True,False,False,False,False
12898,912.0,315500,True,False,False,False,False
13159,650.0,224500,True,False,False,False,False
13438,780.0,410000,True,False,False,False,False
14463,885.0,316500,True,False,False,False,False
8925,610.0,201000,True,False,False,False,False
11457,576.0,175000,True,False,False,False,False
9839,440.0,204000,True,False,False,False,False
14419,578.0,213500,True,False,False,False,False
6853,471.0,220000,True,False,False,False,False
9157,486.0,170000,True,False,False,False,False
14601,765.0,315000,True,False,False,False,False
12633,920.0,425000,True,False,False,False,False
12518,384.0,139500,True,False,False,False,False
21750,336.0,115000,True,False,False,False,False
4500,412.0,162000,False,False,False,False,True
4500,402.0,165000,False,False,False,False,True
1596,297.0,91000,False,False,False,True,False
9858,288.0,130000,True,False,False,False,False
1526,286.0,86000,False,False,False,True,False
13383,504.0,160000,True,False,False,False,False
1477,286.0,80000,False,False,False,False,True
1533,0.0,97000,False,False,False,True,False
2217,286.0,88000,False,False,False,False,True
7689,336.0,131900,True,False,False,False,False
7706,429.0,131250,True,False,False,False,False
9101,602.0,165500,True,False,False,False,False
8780,0.0,112000,True,False,False,False,False
7669,698.0,149000,True,False,False,False,False
14115,480.0,143000,True,False,False,False,False
10429,440.0,130000,True,False,False,False,False
9819,714.0,196000,True,False,False,False,False
10457,898.0,173000,True,False,False,False,False
11029,601.0,176500,True,False,False,False,False
12925,550.0,237500,True,False,False,False,False
11075,576.0,206900,True,False,False,False,False
8702,470.0,187500,True,False,False,False,False
8139,420.0,165000,True,False,False,False,False
9535,472.0,195500,True,False,False,False,False
9042,472.0,192000,True,False,False,False,False
15038,386.0,173000,True,False,False,False,False
14137,404.0,177900,True,False,False,False,False
21872,406.0,175000,True,False,False,False,False
4923,682.0,286000,False,False,False,False,True
6264,528.0,247900,True,False,False,False,False
5395,462.0,180000,False,False,False,False,True
5070,506.0,180000,False,False,False,False,True
10839,470.0,181000,True,False,False,False,False
11184,460.0,183000,True,False,False,False,False
8000,431.0,188000,True,False,False,False,False
10832,409.0,194500,True,False,False,False,False
14067,416.0,185000,True,False,False,False,False
4671,472.0,189000,False,False,False,False,True
5950,462.0,188500,False,False,False,False,True
13543,683.0,355000,True,False,False,False,False
11198,656.0,325000,True,False,False,False,False
15401,670.0,387000,True,False,False,False,False
31220,495.0,115000,True,False,False,False,False
8118,557.0,334000,False,False,False,False,True
47280,738.0,133000,True,False,False,False,False
20544,542.0,215000,True,False,False,False,False
12680,528.0,226500,True,False,False,False,False
12090,576.0,175500,True,False,False,False,False
10825,598.0,181900,True,False,False,False,False
18559,550.0,235000,True,False,False,False,False
14450,551.0,220000,True,False,False,False,False
12227,619.0,272000,True,False,False,False,False
13068,461.0,161000,True,False,False,False,False
15611,540.0,175000,True,False,False,False,False
10400,489.0,185000,True,False,False,False,False
9743,484.0,146900,True,False,False,False,False
12511,1314.0,292500,True,False,False,False,False
11361,478.0,180000,True,False,False,False,False
10400,473.0,159900,True,False,False,False,False
10480,483.0,205000,True,False,False,False,False
10000,439.0,157000,True,False,False,False,False
14311,787.0,306000,True,False,False,False,False
9000,480.0,133000,False,False,True,False,False
9750,460.0,151000,True,False,False,False,False
10295,288.0,111900,True,False,False,False,False
7560,576.0,123000,True,False,False,False,False
12735,576.0,111250,True,False,False,False,False
4060,511.0,181000,False,False,False,False,True
1680,264.0,103400,False,False,False,True,False
1680,264.0,100000,False,False,False,True,False
1890,352.0,100500,False,False,False,True,False
1869,280.0,106000,False,False,False,True,False
1680,264.0,85400,False,False,False,True,False
1680,264.0,89500,False,False,False,False,True
1680,264.0,111750,False,False,False,True,False
4043,440.0,140000,False,False,False,False,True
2308,460.0,143000,False,False,False,False,True
2529,440.0,148500,False,False,False,True,False
9477,264.0,110000,True,False,False,False,False
12444,774.0,394617,True,False,False,False,False
12474,846.0,426000,True,False,False,False,False
14803,1220.0,385000,True,False,False,False,False
14948,858.0,446261,True,False,False,False,False
12704,905.0,317500,True,False,False,False,False
13891,866.0,372402,True,False,False,False,False
13693,650.0,417500,True,False,False,False,False
14418,706.0,383000,True,False,False,False,False
13418,850.0,390000,True,False,False,False,False
12539,1150.0,460000,True,False,False,False,False
12151,1003.0,379000,True,False,False,False,False
8899,656.0,250000,True,False,False,False,False
10574,756.0,316000,True,False,False,False,False
12720,789.0,615000,True,False,False,False,False
13688,726.0,412500,True,False,False,False,False
10625,871.0,284000,True,False,False,False,False
10845,732.0,284000,True,False,False,False,False
16900,746.0,421250,True,False,False,False,False
16451,795.0,370000,True,False,False,False,False
10110,870.0,336860,False,False,False,False,True
8769,1052.0,367294,False,False,False,False,True
12304,484.0,192000,False,False,False,False,True
12677,588.0,274000,False,False,False,False,True
8849,564.0,266000,False,False,False,False,True
8232,944.0,370967,False,False,False,False,True
6240,550.0,234250,False,False,False,False,True
6240,550.0,219500,False,False,False,False,True
2448,474.0,155000,False,False,False,True,False
2448,474.0,154000,False,False,False,True,False
8198,484.0,207000,False,False,False,False,True
3940,644.0,195000,False,False,False,False,True
3940,668.0,219990,False,False,False,False,True
3182,437.0,191000,False,False,False,False,True
3182,388.0,159895,True,False,False,False,False
3710,428.0,187687,True,False,False,False,False
9024,393.0,179000,True,False,False,False,False
7415,398.0,193000,True,False,False,False,False
9587,400.0,190000,True,False,False,False,False
8029,400.0,176000,True,False,False,False,False
8010,400.0,188000,True,False,False,False,False
8396,434.0,213000,True,False,False,False,False
7301,484.0,217300,False,False,False,False,True
10261,451.0,186500,True,False,False,False,False
8220,431.0,226750,True,False,False,False,False
15384,388.0,184000,True,False,False,False,False
7750,403.0,176000,True,False,False,False,False
12460,400.0,225000,True,False,False,False,False
8390,450.0,185900,True,False,False,False,False
9660,516.0,284500,True,False,False,False,False
9200,696.0,315000,True,False,False,False,False
14260,836.0,250000,True,False,False,False,False
11000,687.0,291000,True,False,False,False,False
11675,938.0,350000,True,False,False,False,False
10990,576.0,279500,True,False,False,False,False
11929,751.0,290000,True,False,False,False,False
10437,839.0,350000,True,False,False,False,False
10542,983.0,341000,True,False,False,False,False
10010,783.0,287500,True,False,False,False,False
10944,525.0,271000,True,False,False,False,False
14303,691.0,301500,True,False,False,False,False
11932,830.0,235128,True,False,False,False,False
14598,668.0,214000,True,False,False,False,False
11957,824.0,232000,True,False,False,False,False
13253,642.0,240000,True,False,False,False,False
14587,592.0,264132,True,False,False,False,False
10206,758.0,245000,True,False,False,False,False
12274,554.0,227680,True,False,False,False,False
9801,851.0,257000,True,False,False,False,False
9428,880.0,297900,True,False,False,False,False
10037,480.0,247000,True,False,False,False,False
8640,588.0,212700,True,False,False,False,False
8640,529.0,250580,True,False,False,False,False
11639,480.0,182000,True,False,False,False,False
9803,603.0,226700,True,False,False,False,False
9375,648.0,250000,True,False,False,False,False
10625,936.0,250000,True,False,False,False,False
10800,836.0,339750,True,False,False,False,False
8125,562.0,205950,True,False,False,False,False
10625,660.0,256000,True,False,False,False,False
7500,462.0,230348,True,False,False,False,False
8791,673.0,207500,True,False,False,False,False
7500,0.0,141000,True,False,False,False,False
10110,542.0,188000,True,False,False,False,False
12774,478.0,192500,True,False,False,False,False
13072,0.0,146000,True,False,False,False,False
13695,576.0,159000,True,False,False,False,False
13695,576.0,155000,True,False,False,False,False
8366,520.0,173000,True,False,False,False,False
9260,483.0,170000,True,False,False,False,False
8453,525.0,182000,True,False,False,False,False
8480,474.0,163000,True,False,False,False,False
8125,575.0,193500,True,False,False,False,False
14565,483.0,189000,True,False,False,False,False
8450,627.0,190500,True,False,False,False,False
8285,506.0,175000,True,False,False,False,False
7153,496.0,179200,True,False,False,False,False
9291,506.0,187000,True,False,False,False,False
8012,533.0,193000,False,False,False,False,True
7892,530.0,153900,False,False,False,False,True
9100,384.0,128000,True,False,False,False,False
12968,352.0,144000,True,False,False,False,False
8100,420.0,135000,True,False,False,False,False
8450,308.0,115000,False,True,False,False,False
6360,276.0,119916,True,False,False,False,False
6768,288.0,142000,True,False,False,False,False
19508,484.0,192000,True,False,False,False,False
10759,490.0,140000,True,False,False,False,False
9205,473.0,290000,True,False,False,False,False
11025,636.0,372500,True,False,False,False,False
4282,530.0,196000,False,False,False,False,True
4017,625.0,171900,False,False,False,False,True
3435,495.0,178000,False,False,False,False,True
3180,480.0,165000,False,False,False,False,True
3180,540.0,146000,False,False,False,False,True
3604,540.0,146000,False,False,False,False,True
2280,440.0,179400,False,False,False,True,False
2280,440.0,172900,False,False,False,True,False
4765,495.0,300000,False,False,False,False,True
4538,545.0,285000,False,False,False,False,True
4385,588.0,290000,False,False,False,False,True
4109,484.0,305000,False,False,False,False,True
5119,506.0,328900,False,False,False,False,True
2160,462.0,160000,False,False,False,True,False
2160,462.0,170000,False,False,False,True,False
10646,546.0,223000,True,False,False,False,False
2645,480.0,170000,False,False,False,True,False
2645,480.0,200000,False,False,False,True,False
3951,846.0,345000,False,False,False,False,True
14963,500.0,245500,False,False,False,False,True
11064,477.0,217500,False,False,False,False,True
10846,473.0,324000,False,False,False,False,True
11120,516.0,162500,True,False,False,False,False
24572,864.0,150000,True,False,False,False,False
16280,550.0,290000,True,False,False,False,False
7500,469.0,205000,True,False,False,False,False
10400,530.0,174000,True,False,False,False,False
11104,516.0,183000,True,False,False,False,False
11050,512.0,150000,True,False,False,False,False
11040,528.0,145000,True,False,False,False,False
15387,578.0,215000,True,False,False,False,False
9750,484.0,140500,False,False,True,False,False
10800,624.0,240000,True,False,False,False,False
8814,470.0,141000,True,False,False,False,False
8872,576.0,147000,True,False,False,False,False
8125,576.0,135000,True,False,False,False,False
11072,576.0,145000,False,False,True,False,False
13101,576.0,142600,False,False,True,False,False
9246,506.0,135000,False,False,True,False,False
13355,464.0,170000,True,False,False,False,False
8963,831.0,299800,True,False,False,False,False
9120,540.0,185000,True,False,False,False,False
9130,484.0,173000,True,False,False,False,False
12122,588.0,178400,True,False,False,False,False
9900,486.0,176000,True,False,False,False,False
7785,267.0,98000,True,False,False,False,False
8593,352.0,109008,True,False,False,False,False
8475,283.0,135750,True,False,False,False,False
8700,525.0,155000,True,False,False,False,False
10175,576.0,180500,True,False,False,False,False
9020,490.0,174900,True,False,False,False,False
9200,384.0,140000,True,False,False,False,False
8250,504.0,145000,True,False,False,False,False
9350,502.0,179900,True,False,False,False,False
9020,520.0,168500,True,False,False,False,False
9900,451.0,140000,True,False,False,False,False
10007,312.0,145500,True,False,False,False,False
10721,528.0,142000,True,False,False,False,False
12493,312.0,141000,True,False,False,False,False
11332,264.0,153000,True,False,False,False,False
6627,287.0,72500,True,False,False,False,False
4130,0.0,52000,True,False,False,False,False
7420,205.0,118000,False,True,False,False,False
4882,231.0,87000,True,False,False,False,False
9600,450.0,141500,True,False,False,False,False
9600,288.0,119000,True,False,False,False,False
9600,264.0,141500,True,False,False,False,False
9600,377.0,165500,True,False,False,False,False
7584,312.0,112900,True,False,False,False,False
13700,492.0,201800,True,False,False,False,False
10197,504.0,163000,True,False,False,False,False
7875,456.0,139950,True,False,False,False,False
8400,462.0,174000,True,False,False,False,False
9150,296.0,165000,True,False,False,False,False
14670,480.0,227000,True,False,False,False,False
7390,260.0,135000,True,False,False,False,False
9204,336.0,124000,True,False,False,False,False
7763,506.0,140000,True,False,False,False,False
8856,292.0,136500,True,False,False,False,False
9840,480.0,185000,True,False,False,False,False
9120,433.0,163000,True,False,False,False,False
13200,441.0,166800,True,False,False,False,False
9000,297.0,139000,True,False,False,False,False
11900,458.0,166000,True,False,False,False,False
9464,288.0,136000,True,False,False,False,False
10425,384.0,133000,True,False,False,False,False
11556,240.0,116000,True,False,False,False,False
9373,636.0,137500,True,False,False,False,False
12774,400.0,130000,True,False,False,False,False
14250,540.0,180000,True,False,False,False,False
7350,840.0,139000,True,False,False,False,False
7677,240.0,110000,True,False,False,False,False
8838,301.0,100000,True,False,False,False,False
8480,336.0,118500,True,False,False,False,False
12436,484.0,146000,False,False,True,False,False
10122,390.0,89900,True,False,False,False,False
7506,288.0,114000,True,False,False,False,False
10930,288.0,140000,True,False,False,False,False
5400,308.0,86900,True,False,False,False,False
10836,1488.0,139000,True,False,False,False,False
10800,0.0,106250,False,True,False,False,False
9247,490.0,171000,True,False,False,False,False
10180,372.0,139000,True,False,False,False,False
11355,495.0,186000,True,False,False,False,False
10920,352.0,157000,True,False,False,False,False
12929,401.0,148000,True,False,False,False,False
27650,505.0,242000,True,False,False,False,False
8892,414.0,116000,True,False,False,False,False
7200,576.0,94000,True,False,False,False,False
7200,420.0,98300,True,False,False,False,False
7910,404.0,127000,True,False,False,False,False
8000,311.0,159000,True,False,False,False,False
8000,299.0,125900,True,False,False,False,False
7931,308.0,155000,True,False,False,False,False
8064,576.0,138000,True,False,False,False,False
6390,280.0,112500,True,False,False,False,False
7227,528.0,105500,True,False,False,False,False
7200,240.0,127500,True,False,False,False,False
8513,0.0,130000,False,False,True,False,False
7200,480.0,150000,True,False,False,False,False
7200,350.0,109500,True,False,False,False,False
7056,483.0,140000,True,False,False,False,False
9760,442.0,167900,True,False,False,False,False
7590,264.0,136870,True,False,False,False,False
9836,308.0,143000,True,False,False,False,False
5232,504.0,73000,True,False,False,False,False
10440,686.0,157500,True,False,False,False,False
9184,400.0,122600,True,False,False,False,False
4800,330.0,111000,True,False,False,False,False
10440,520.0,256000,True,False,False,False,False
4800,256.0,64000,True,False,False,False,False
6000,308.0,139500,True,False,False,False,False
11426,0.0,118000,False,True,False,False,False
11426,484.0,200000,True,False,False,False,False
7628,440.0,119164,True,False,False,False,False
7308,225.0,122250,True,False,False,False,False
5400,0.0,120000,True,False,False,False,False
10800,828.0,155000,False,True,False,False,False
6756,200.0,78000,True,False,False,False,False
5914,0.0,95000,True,False,False,False,False
6000,250.0,115000,True,False,False,False,False
12000,528.0,147000,True,False,False,False,False
9000,869.0,140000,True,False,False,False,False
7311,297.0,46500,True,False,False,False,False
6000,288.0,112500,True,False,False,False,False
6000,281.0,107900,True,False,False,False,False
12205,0.0,65000,True,False,False,False,False
18386,870.0,295000,True,False,False,False,False
9142,420.0,139500,False,True,False,False,False
12665,720.0,153900,True,False,False,False,False
5350,288.0,132000,True,False,False,False,False
4571,513.0,98000,True,False,False,False,False
9143,308.0,114000,True,False,False,False,False
9600,393.0,130000,False,True,False,False,False
9600,396.0,129500,True,False,False,False,False
6000,0.0,129400,True,False,False,False,False
9600,360.0,161000,True,False,False,False,False
10800,672.0,163000,False,True,False,False,False
6300,0.0,128000,True,False,False,False,False
5250,0.0,122000,True,False,False,False,False
5700,288.0,116900,True,False,False,False,False
13500,880.0,325000,True,False,False,False,False
11340,400.0,55000,True,False,False,False,False
10800,342.0,184000,True,False,False,False,False
9750,308.0,110000,True,False,False,False,False
12150,352.0,131500,True,False,False,False,False
12702,308.0,97000,True,False,False,False,False
8516,308.0,115500,True,False,False,False,False
7111,288.0,138000,True,False,False,False,False
7425,252.0,108000,True,False,False,False,False
9100,308.0,79500,True,False,False,False,False
7010,240.0,153000,True,False,False,False,False
6130,0.0,109500,True,False,False,False,False
5000,240.0,124000,True,False,False,False,False
5870,200.0,106900,True,False,False,False,False
6000,240.0,164900,True,False,False,False,False
6000,370.0,119000,True,False,False,False,False
6000,208.0,120000,True,False,False,False,False
6000,672.0,157000,True,False,False,False,False
6000,240.0,105000,True,False,False,False,False
5000,160.0,113000,True,False,False,False,False
5520,355.0,115000,True,False,False,False,False
5940,280.0,79000,True,False,False,False,False
6240,336.0,123000,True,False,False,False,False
6120,164.0,81300,True,False,False,False,False
6240,360.0,162900,True,False,False,False,False
6240,400.0,150000,True,False,False,False,False
6120,576.0,123500,True,False,False,False,False
6120,468.0,129900,True,False,False,False,False
6155,502.0,128000,True,False,False,False,False
6324,240.0,68500,True,False,False,False,False
8635,240.0,127000,True,False,False,False,False
13053,370.0,207000,True,False,False,False,False
9120,240.0,184000,True,False,False,False,False
9144,672.0,162500,True,False,False,False,False
9144,240.0,145000,True,False,False,False,False
10267,275.0,130000,True,False,False,False,False
8094,360.0,160000,False,True,False,False,False
5100,228.0,161000,True,False,False,False,False
4347,228.0,127500,True,False,False,False,False
6291,440.0,93850,True,False,False,False,False
10266,308.0,136000,True,False,False,False,False
6876,400.0,141000,True,False,False,False,False
10320,400.0,120000,True,False,False,False,False
7200,320.0,127500,True,False,False,False,False
7006,384.0,127000,True,False,False,False,False
7920,0.0,89500,True,False,False,False,False
8235,720.0,125000,True,False,False,False,False
5586,0.0,79900,True,False,False,False,False
10320,576.0,85000,True,False,False,False,False
10320,0.0,82375,False,True,False,False,False
10320,216.0,135000,True,False,False,False,False
9488,240.0,124000,True,False,False,False,False
8250,322.0,134000,True,False,False,False,False
21286,312.0,135000,True,False,False,False,False
17120,680.0,134432,True,False,False,False,False
10106,0.0,127500,False,True,False,False,False
11235,440.0,148000,True,False,False,False,False
11200,384.0,129500,True,False,False,False,False
13014,484.0,157500,True,False,False,False,False
7162,408.0,109900,True,False,False,False,False
10265,294.0,145000,True,False,False,False,False
9764,450.0,130000,True,False,False,False,False
7703,504.0,153000,True,False,False,False,False
9981,270.0,120000,True,False,False,False,False
7400,506.0,152000,True,False,False,False,False
12900,400.0,108959,False,False,True,False,False
12900,400.0,95541,False,True,False,False,False
9000,0.0,80000,True,False,False,False,False
8544,271.0,149350,True,False,False,False,False
9239,300.0,144900,True,False,False,False,False
14175,621.0,185000,True,False,False,False,False
13284,354.0,165000,True,False,False,False,False
