Lot Area,Gr Liv Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
9350,1313,610.0,153000,True,False,False,False,False
10500,1292,520.0,145100,True,False,False,False,False
11000,1154,480.0,154000,True,False,False,False,False
8970,2140,549.0,177500,True,False,False,False,False
12095,1445,645.0,158000,True,False,False,False,False
9600,1041,270.0,124500,True,False,False,False,False
11475,1576,368.0,174500,True,False,False,False,False
9768,960,330.0,122000,True,False,False,False,False
5330,708,0.0,82500,True,False,False,False,False
7015,1203,352.0,110000,True,False,False,False,False
12160,1505,505.0,149500,True,False,False,False,False
9900,1691,550.0,175000,True,False,False,False,False
9600,1644,418.0,167000,True,False,False,False,False
9600,1050,338.0,128900,True,False,False,False,False
9600,1668,271.0,140000,True,False,False,False,False
9600,1113,264.0,147000,True,False,False,False,False
8944,1584,792.0,124000,False,False,True,False,False
10573,1453,530.0,187500,True,False,False,False,False
9500,1394,514.0,159000,True,False,False,False,False
14695,1567,542.0,256000,True,False,False,False,False
13600,1986,486.0,205000,True,False,False,False,False
13000,2142,509.0,193500,True,False,False,False,False
13560,1392,576.0,110000,True,False,False,False,False
12513,1738,368.0,104900,True,False,False,False,False
8760,1144,286.0,150000,True,False,False,False,False
8400,1478,442.0,156500,True,False,False,False,False
12285,1329,441.0,176000,True,False,False,False,False
9240,988,297.0,149500,True,False,False,False,False
9600,1632,338.0,139000,True,False,False,False,False
12400,1215,297.0,155000,True,False,False,False,False
8750,1202,304.0,120000,True,False,False,False,False
8750,1382,350.0,153000,True,False,False,False,False
10400,1200,294.0,144000,True,False,False,False,False
19296,1382,884.0,176000,True,False,False,False,False
8532,1297,498.0,153000,True,False,False,False,False
9482,1866,495.0,135000,False,False,True,False,False
8128,1062,297.0,131000,True,False,False,False,False
10634,1319,270.0,123000,True,False,False,False,False
13070,1112,480.0,126000,True,False,False,False,False
10434,1005,672.0,115000,True,False,False,False,False
14559,1363,288.0,164900,True,False,False,False,False
8480,793,240.0,113000,True,False,False,False,False
7626,1031,230.0,145500,True,False,False,False,False
9533,1210,616.0,102900,True,False,False,False,False
10615,1699,420.0,95000,False,True,False,False,False
11419,1527,410.0,152500,True,False,False,False,False
9600,1200,246.0,129900,True,False,False,False,False
8000,972,240.0,132000,True,False,False,False,False
5470,792,366.0,99900,True,False,False,False,False
10410,1656,180.0,135000,True,False,False,False,False
10800,1352,720.0,149000,True,False,False,False,False
8146,1039,281.0,114000,True,False,False,False,False
9022,792,240.0,109500,True,False,False,False,False
10230,1078,264.0,125000,True,False,False,False,False
10410,2377,528.0,142900,True,False,False,False,False
7200,1690,624.0,156500,True,False,False,False,False
5400,599,0.0,59000,True,False,False,False,False
5400,1374,338.0,105000,True,False,False,False,False
10800,846,576.0,106000,True,False,False,False,False
10800,725,320.0,78500,True,False,False,False,False
9671,2544,907.0,190000,False,False,True,False,False
10143,1380,364.0,154000,True,False,False,False,False
11500,1040,480.0,163000,True,False,False,False,False
11643,2634,968.0,200000,False,False,True,False,False
8010,951,480.0,143500,True,False,False,False,False
10454,1105,308.0,135000,True,False,False,False,False
8712,1306,756.0,153000,True,False,False,False,False
17600,1478,498.0,157500,True,False,False,False,False
9000,1142,384.0,113500,True,False,False,False,False
12144,1268,288.0,133000,True,False,False,False,False
8544,1040,400.0,92900,False,False,True,False,False
8064,1133,900.0,128500,True,False,False,False,False
7200,1040,420.0,90000,False,False,True,False,False
7200,1904,240.0,138000,True,False,False,False,False
7350,1041,294.0,128000,True,False,False,False,False
7560,1339,294.0,139000,True,False,False,False,False
7200,732,240.0,118900,True,False,False,False,False
8000,1183,288.0,138000,True,False,False,False,False
7931,1148,672.0,132500,True,False,False,False,False
10800,1461,384.0,133500,True,False,False,False,False
8064,1495,576.0,135000,True,False,False,False,False
7570,1806,483.0,144750,True,False,False,False,False
8604,941,564.0,145000,False,False,True,False,False
7936,1045,264.0,127000,True,False,False,False,False
6600,894,308.0,109500,True,False,False,False,False
3950,1224,210.0,115000,True,False,False,False,False
10440,1230,440.0,110000,True,False,False,False,False
4080,1378,162.0,128900,True,False,False,False,False
10307,1944,324.0,103500,False,False,True,False,False
5720,1131,200.0,66500,True,False,False,False,False
15660,1306,472.0,130000,True,False,False,False,False
9900,1464,0.0,129000,True,False,False,False,False
6406,1558,400.0,150000,True,False,False,False,False
6600,2372,432.0,107500,True,False,False,False,False
7627,1701,0.0,94550,False,True,False,False,False
7596,1960,400.0,124500,False,False,True,False,False
3378,1389,240.0,135000,True,False,False,False,False
10134,1447,0.0,103000,True,False,False,False,False
6000,936,576.0,93000,False,True,False,False,False
6000,1328,308.0,129500,True,False,False,False,False
6000,1387,256.0,93000,False,True,False,False,False
7404,861,288.0,80000,True,False,False,False,False
5925,612,308.0,45000,True,False,False,False,False
5925,968,0.0,37900,True,False,False,False,False
5784,886,273.0,91300,True,False,False,False,False
8520,792,287.0,99500,True,False,False,False,False
4456,1452,0.0,113000,False,True,False,False,False
9600,1510,720.0,87500,True,False,False,False,False
3500,1284,240.0,110000,True,False,False,False,False
8100,2138,360.0,106000,True,False,False,False,False
11700,2640,864.0,265979,True,False,False,False,False
8400,2007,357.0,160000,True,False,False,False,False
3600,1288,280.0,119000,True,False,False,False,False
17671,1742,424.0,168000,True,False,False,False,False
3300,816,0.0,58500,True,False,False,False,False
9000,1482,324.0,143000,True,False,False,False,False
7200,1022,280.0,85000,True,False,False,False,False
8820,1869,456.0,124900,True,False,False,False,False
5400,1480,207.0,119000,True,False,False,False,False
9720,1521,640.0,146500,True,False,False,False,False
7879,720,0.0,34900,True,False,False,False,False
9392,797,0.0,44000,True,False,False,False,False
21384,1576,528.0,223500,True,False,False,False,False
6615,1432,216.0,149000,True,False,False,False,False
7264,1548,672.0,205000,True,False,False,False,False
4960,1654,336.0,137000,True,False,False,False,False
8854,952,192.0,121000,True,False,False,False,False
6000,1324,240.0,128000,True,False,False,False,False
6000,1176,624.0,134900,True,False,False,False,False
6000,1348,216.0,117000,True,False,False,False,False
6000,1412,280.0,132500,True,False,False,False,False
6000,1142,320.0,93000,True,False,False,False,False
6000,904,180.0,119000,True,False,False,False,False
6911,1301,440.0,100000,True,False,False,False,False
6120,1539,576.0,141500,True,False,False,False,False
6120,1573,240.0,133000,True,False,False,False,False
6120,800,0.0,60000,True,False,False,False,False
6120,875,180.0,105000,True,False,False,False,False
6120,995,264.0,115000,True,False,False,False,False
6120,1582,250.0,150000,True,False,False,False,False
8635,1072,1184.0,126500,True,False,False,False,False
11888,2134,441.0,214500,True,False,False,False,False
11414,2019,532.0,167500,True,False,False,False,False
8094,1768,576.0,155000,True,False,False,False,False
2500,1826,164.0,155000,True,False,False,False,False
9928,1944,216.0,179900,True,False,False,False,False
5520,2229,0.0,104000,True,False,False,False,False
3000,2128,0.0,62500,False,False,True,False,False
6876,1930,316.0,149000,True,False,False,False,False
6240,1208,539.0,103000,True,False,False,False,False
5775,1427,379.0,123000,True,False,False,False,False
5852,1864,0.0,97500,False,True,False,False,False
5160,1666,384.0,135000,True,False,False,False,False
5160,892,0.0,70000,True,False,False,False,False
10320,1403,308.0,116000,False,True,False,False,False
4280,704,220.0,88750,True,False,False,False,False
10800,1200,0.0,179000,False,False,True,False,False
10800,1200,0.0,179000,False,False,True,False,False
10547,1152,252.0,159900,False,False,True,False,False
10020,904,0.0,61000,True,False,False,False,False
6629,1369,300.0,103600,True,False,False,False,False
9780,1112,226.0,63000,True,False,False,False,False
12886,1464,480.0,175000,True,False,False,False,False
8816,1121,480.0,139000,True,False,False,False,False
11184,1683,440.0,172500,True,False,False,False,False
11625,1052,668.0,113500,True,False,False,False,False
7800,899,288.0,130000,True,False,False,False,False
8014,1034,504.0,149900,True,False,False,False,False
7252,858,576.0,134900,True,False,False,False,False
8740,860,528.0,137000,True,False,False,False,False
11616,1092,288.0,139000,True,False,False,False,False
15400,1774,384.0,165000,True,False,False,False,False
15312,1138,480.0,148000,True,False,False,False,False
15584,2071,336.0,165000,True,False,False,False,False
9000,660,0.0,63900,True,False,False,False,False
11250,1788,304.0,161500,True,False,False,False,False
25095,1473,452.0,143000,True,False,False,False,False
17140,1229,284.0,135000,True,False,False,False,False
12342,861,539.0,82500,True,False,False,False,False
10708,1867,303.0,190000,True,False,False,False,False
13680,1733,452.0,139600,True,False,False,False,False
15635,1383,498.0,122000,True,False,False,False,False
9855,1689,480.0,127500,True,False,False,False,False
9571,1073,340.0,121500,True,False,False,False,False
9571,1276,350.0,60000,True,False,False,False,False
9350,1639,240.0,154400,True,False,False,False,False
9340,672,234.0,113000,True,False,False,False,False
7440,1089,252.0,125000,True,False,False,False,False
11500,845,290.0,84000,True,False,False,False,False
4235,1049,266.0,139500,False,False,False,False,True
11409,1716,281.0,131000,True,False,False,False,False
9060,1258,280.0,105000,True,False,False,False,False
9084,1510,296.0,108000,True,False,False,False,False
10778,1061,462.0,162000,True,False,False,False,False
19255,1338,576.0,156500,True,False,False,False,False
12327,2132,612.0,316600,True,False,False,False,False
14684,2196,701.0,271900,True,False,False,False,False
9317,1775,425.0,213000,True,False,False,False,False
10560,1879,473.0,239900,True,False,False,False,False
9828,2020,466.0,239500,True,False,False,False,False
26400,2016,576.0,131000,True,False,False,False,False
7018,1535,410.0,118964,False,False,True,False,False
7018,1224,528.0,153337,False,False,True,False,False
7018,2228,720.0,147983,False,False,True,False,False
7018,1535,400.0,118858,False,False,True,False,False
7018,1535,400.0,118858,False,False,True,False,False
7018,2240,528.0,142953,False,False,True,False,False
7040,1229,672.0,148325,False,False,True,False,False
7007,1513,400.0,113722,False,False,True,False,False
11855,2787,820.0,269500,False,False,True,False,False
7939,2787,820.0,269500,False,False,True,False,False
7976,2787,820.0,269500,False,False,True,False,False
10933,1680,1138.0,323262,True,False,False,False,False
10637,1718,826.0,297000,True,False,False,False,False
10226,1630,860.0,295493,True,False,False,False,False
10816,1720,846.0,332000,True,False,False,False,False
9178,1468,904.0,239900,True,False,False,False,False
10769,1768,578.0,212000,True,False,False,False,False
11422,1838,524.0,272500,True,False,False,False,False
11923,1800,702.0,239000,True,False,False,False,False
8814,1604,660.0,220000,True,False,False,False,False
6762,1290,662.0,200000,True,False,False,False,False
10324,1254,810.0,221800,True,False,False,False,False
7314,1232,632.0,194500,True,False,False,False,False
11645,1498,844.0,237000,True,False,False,False,False
11646,1422,440.0,173000,True,False,False,False,False
12800,1644,569.0,275000,True,False,False,False,False
16698,1759,525.0,233500,True,False,False,False,False
28698,2126,538.0,185000,True,False,False,False,False
12464,1040,576.0,152000,True,False,False,False,False
9757,990,440.0,143000,True,False,False,False,False
15426,1764,470.0,231500,True,False,False,False,False
10667,1661,550.0,212000,True,False,False,False,False
14753,1463,539.0,207000,True,False,False,False,False
10859,1097,672.0,145000,True,False,False,False,False
8072,990,480.0,138000,True,False,False,False,False
10400,1779,546.0,197900,True,False,False,False,False
10335,1501,577.0,204000,True,False,False,False,False
9017,1431,666.0,192000,True,False,False,False,False
8750,1772,492.0,200000,True,False,False,False,False
8935,1660,493.0,195000,True,False,False,False,False
9808,1573,544.0,227000,True,False,False,False,False
12420,1840,622.0,230000,True,False,False,False,False
16285,1430,605.0,187100,True,False,False,False,False
10739,1444,577.0,203000,True,False,False,False,False
11166,1492,608.0,201000,True,False,False,False,False
8430,1040,0.0,124000,True,False,False,False,False
16269,907,343.0,140000,True,False,False,False,False
6950,914,444.0,134900,True,False,False,False,False
8800,1040,484.0,150500,True,False,False,False,False
7000,864,336.0,136500,True,False,False,False,False
9286,1268,252.0,143500,True,False,False,False,False
15523,864,338.0,133500,True,False,False,False,False
7200,894,600.0,123000,True,False,False,False,False
7200,768,396.0,133900,True,False,False,False,False
8445,768,396.0,133000,True,False,False,False,False
11664,1611,1231.0,250000,True,False,False,False,False
12334,2184,570.0,254750,True,False,False,False,False
11838,1788,522.0,236500,True,False,False,False,False
11885,1872,531.0,261500,True,False,False,False,False
11050,2153,736.0,313000,True,False,False,False,False
8749,1725,550.0,198500,True,False,False,False,False
11250,1870,608.0,211000,True,False,False,False,False
15750,1513,521.0,220000,True,False,False,False,False
11883,1504,478.0,203000,True,False,False,False,False
12782,1828,523.0,279500,True,False,False,False,False
8750,1417,511.0,210000,True,False,False,False,False
9375,2034,645.0,219500,True,False,False,False,False
8750,1716,512.0,191000,True,False,False,False,False
9100,1212,573.0,178000,True,False,False,False,False
9750,1630,451.0,213000,True,False,False,False,False
4435,848,420.0,144000,False,False,False,False,True
4435,848,420.0,140000,False,False,False,False,True
10200,1602,810.0,293200,True,False,False,False,False
9313,1728,572.0,190000,True,False,False,False,False
8487,1500,570.0,190000,True,False,False,False,False
8633,1476,540.0,173500,True,False,False,False,False
11069,1396,440.0,170000,True,False,False,False,False
8777,1126,520.0,108000,True,False,False,False,False
9937,1486,480.0,167000,True,False,False,False,False
8877,816,288.0,100000,True,False,False,False,False
7301,1922,672.0,198500,True,False,False,False,False
7950,1426,440.0,159500,True,False,False,False,False
10682,1149,544.0,127000,True,False,False,False,False
7200,1125,352.0,125000,True,False,False,False,False
13286,1698,768.0,320000,True,False,False,False,False
3675,1072,525.0,145500,False,False,False,False,True
9405,698,0.0,118000,True,False,False,False,False
6410,876,320.0,85000,True,False,False,False,False
11767,1368,195.0,120000,True,False,False,False,False
8405,1529,240.0,98000,True,False,False,False,False
4060,864,0.0,99900,True,False,False,False,False
10206,944,528.0,82000,True,False,False,False,False
10926,1678,0.0,119900,False,False,True,False,False
11767,1560,313.0,103500,True,False,False,False,False
8926,960,288.0,112000,True,False,False,False,False
12354,1196,528.0,110000,True,False,False,False,False
8212,1298,256.0,122000,True,False,False,False,False
10998,1604,660.0,117000,True,False,False,False,False
6300,1268,250.0,160000,True,False,False,False,False
4500,1520,281.0,159434,True,False,False,False,False
8400,438,246.0,60000,True,False,False,False,False
9900,1489,240.0,139500,True,False,False,False,False
15863,3082,672.0,197000,True,False,False,False,False
5707,1242,180.0,105000,True,False,False,False,False
7804,1981,576.0,135000,True,False,False,False,False
8574,1232,440.0,147500,True,False,False,False,False
6171,1608,216.0,137450,True,False,False,False,False
7200,1135,576.0,155000,True,False,False,False,False
7558,1913,342.0,177000,True,False,False,False,False
6292,1477,216.0,145000,True,False,False,False,False
7155,1228,215.0,137000,True,False,False,False,False
10918,2080,282.0,234000,True,False,False,False,False
13680,1567,440.0,205000,True,False,False,False,False
7500,1494,213.0,177500,True,False,False,False,False
9600,1308,256.0,160000,True,False,False,False,False
14680,1273,307.0,155000,True,False,False,False,False
13360,964,432.0,163500,True,False,False,False,False
7681,1343,186.0,154900,True,False,False,False,False
8145,2480,400.0,205000,False,False,True,False,False
9100,1112,390.0,144800,True,False,False,False,False
12000,1564,234.0,174500,True,False,False,False,False
13339,1561,463.0,193000,True,False,False,False,False
15600,1523,295.0,158000,True,False,False,False,False
14000,1152,300.0,158500,True,False,False,False,False
17500,1906,576.0,224000,True,False,False,False,False
1733,1032,452.0,115000,False,False,False,True,False
1488,1229,462.0,137000,False,False,False,False,True
1612,1229,462.0,121000,False,False,False,True,False
1300,1229,462.0,124000,False,False,False,False,True
13607,1982,501.0,208000,True,False,False,False,False
17597,2365,551.0,315000,True,False,False,False,False
21695,1680,540.0,222000,True,False,False,False,False
10690,1344,468.0,147000,True,False,False,False,False
8660,2168,576.0,123000,True,False,False,False,False
6402,1192,189.0,78000,True,False,False,False,False
8470,1526,0.0,85000,True,False,False,False,False
10200,572,200.0,75000,True,False,False,False,False
3843,1648,482.0,230000,False,False,False,False,True
21780,810,280.0,57625,True,False,False,False,False
10125,2052,642.0,251000,True,False,False,False,False
12822,2149,670.0,239686,True,False,False,False,False
12118,1710,550.0,240000,True,False,False,False,False
12209,1961,560.0,215000,True,False,False,False,False
9750,926,351.0,156450,True,False,False,False,False
9360,1287,541.0,173000,True,False,False,False,False
10125,1734,539.0,126000,False,False,True,False,False
9947,1217,497.0,173000,True,False,False,False,False
11070,1595,672.0,152000,True,False,False,False,False
14375,1344,525.0,137500,True,False,False,False,False
215245,2036,513.0,375000,True,False,False,False,False
12898,1620,912.0,315500,True,False,False,False,False
13159,1692,650.0,224500,True,False,False,False,False
13438,2036,780.0,410000,True,False,False,False,False
14463,1641,885.0,316500,True,False,False,False,False
8925,1466,610.0,201000,True,False,False,False,False
11457,1412,576.0,175000,True,False,False,False,False
9839,2237,440.0,204000,True,False,False,False,False
14419,1479,578.0,213500,True,False,False,False,False
6853,1296,471.0,220000,True,False,False,False,False
9157,2014,486.0,170000,True,False,False,False,False
14601,1838,765.0,315000,True,False,False,False,False
12633,1978,920.0,425000,True,False,False,False,False
12518,1008,384.0,139500,True,False,False,False,False
21750,1771,336.0,115000,True,False,False,False,False
4500,1204,412.0,162000,False,False,False,False,True
4500,1224,402.0,165000,False,False,False,False,True
1596,988,297.0,91000,False,False,False,True,False
9858,874,288.0,130000,True,False,False,False,False
1526,630,286.0,86000,False,False,False,True,False
13383,1404,504.0,160000,True,False,False,False,False
1477,630,286.0,80000,False,False,False,False,True
1533,1344,0.0,97000,False,False,False,True,False
2217,1092,286.0,88000,False,False,False,False,True
7689,796,336.0,131900,True,False,False,False,False
7706,1091,429.0,131250,True,False,False,False,False
9101,1110,602.0,165500,True,False,False,False,False
8780,833,0.0,112000,True,False,False,False,False
7669,883,698.0,149000,True,False,False,False,False
14115,1362,480.0,143000,True,False,False,False,False
10429,1287,440.0,130000,True,False,False,False,False
9819,1567,714.0,196000,True,False,False,False,False
10457,1632,898.0,173000,True,False,False,False,False
11029,1414,601.0,176500,True,False,False,False,False
12925,2117,550.0,237500,True,False,False,False,False
11075,2112,576.0,206900,True,False,False,False,False
8702,1604,470.0,187500,True,False,False,False,False
8139,1470,420.0,165000,True,False,False,False,False
9535,1604,472.0,195500,True,False,False,False,False
9042,1638,472.0,192000,True,False,False,False,False
15038,1636,386.0,173000,True,False,False,False,False
14137,1384,404.0,177900,True,False,False,False,False
21872,1446,406.0,175000,True,False,False,False,False
4923,1593,682.0,286000,False,False,False,False,True
6264,1682,528.0,247900,True,False,False,False,False
5395,1337,462.0,180000,False,False,False,False,True
5070,1280,506.0,180000,False,False,False,False,True
10839,1604,470.0,181000,True,False,False,False,False
11184,1633,460.0,183000,True,False,False,False,False
8000,1658,431.0,188000,True,False,False,False,False
10832,1895,409.0,194500,True,False,False,False,False
14067,1709,416.0,185000,True,False,False,False,False
4671,1228,472.0,189000,False,False,False,False,True
5950,1337,462.0,188500,False,False,False,False,True
13543,2500,683.0,355000,True,False,False,False,False
11198,2504,656.0,325000,True,False,False,False,False
15401,1884,670.0,387000,True,False,False,False,False
31220,1474,495.0,115000,True,False,False,False,False
8118,1710,557.0,334000,False,False,False,False,True
47280,1488,738.0,133000,True,False,False,False,False
20544,2093,542.0,215000,True,False,False,False,False
12680,1688,528.0,226500,True,False,False,False,False
12090,1422,576.0,175500,True,False,False,False,False
10825,1260,598.0,181900,True,False,False,False,False
18559,2064,550.0,235000,True,False,False,False,False
14450,1782,551.0,220000,True,False,False,False,False
12227,2872,619.0,272000,True,False,False,False,False
13068,1211,461.0,161000,True,False,False,False,False
15611,1126,540.0,175000,True,False,False,False,False
10400,2044,489.0,185000,True,False,False,False,False
9743,1308,484.0,146900,True,False,False,False,False
12511,2840,1314.0,292500,True,False,False,False,False
11361,1523,478.0,180000,True,False,False,False,False
10400,1444,473.0,159900,True,False,False,False,False
10480,1964,483.0,205000,True,False,False,False,False
10000,1178,439.0,157000,True,False,False,False,False
14311,2340,787.0,306000,True,False,False,False,False
9000,1792,480.0,133000,False,False,True,False,False
9750,1054,460.0,151000,True,False,False,False,False
10295,936,288.0,111900,True,False,False,False,False
7560,864,576.0,123000,True,False,False,False,False
12735,864,576.0,111250,True,False,False,False,False
4060,1337,511.0,181000,False,False,False,False,True
1680,987,264.0,103400,False,False,False,True,False
1680,987,264.0,100000,False,False,False,True,False
1890,987,352.0,100500,False,False,False,True,False
1869,987,280.0,106000,False,False,False,True,False
1680,987,264.0,85400,False,False,False,True,False
1680,987,264.0,89500,False,False,False,False,True
1680,1302,264.0,111750,False,False,False,True,False
4043,1069,440.0,140000,False,False,False,False,True
2308,1456,460.0,143000,False,False,False,False,True
2529,1055,440.0,148500,False,False,False,True,False
9477,892,264.0,110000,True,False,False,False,False
12444,1932,774.0,394617,True,False,False,False,False
12474,2332,846.0,426000,True,False,False,False,False
14803,2084,1220.0,385000,True,False,False,False,False
14948,2713,858.0,446261,True,False,False,False,False
12704,1582,905.0,317500,True,False,False,False,False
13891,1710,866.0,372402,True,False,False,False,False
13693,2464,650.0,417500,True,False,False,False,False
14418,1950,706.0,383000,True,False,False,False,False
13418,2748,850.0,390000,True,False,False,False,False
12539,2790,1150.0,460000,True,False,False,False,False
12151,2331,1003.0,379000,True,False,False,False,False
8899,2088,656.0,250000,True,False,False,False,False
10574,2332,756.0,316000,True,False,False,False,False
12720,2470,789.0,615000,True,False,False,False,False
13688,2668,726.0,412500,True,False,False,False,False
10625,2046,871.0,284000,True,False,False,False,False
10845,1575,732.0,284000,True,False,False,False,False
16900,2649,746.0,421250,True,False,False,False,False
16451,2690,795.0,370000,True,False,False,False,False
10110,1866,870.0,336860,False,False,False,False,True
8769,1702,1052.0,367294,False,False,False,False,True
12304,1367,484.0,192000,False,False,False,False,True
12677,1518,588.0,274000,False,False,False,False,True
8849,1684,564.0,266000,False,False,False,False,True
8232,1800,944.0,370967,False,False,False,False,True
6240,1342,550.0,234250,False,False,False,False,True
6240,1342,550.0,219500,False,False,False,False,True
2448,1626,474.0,155000,False,False,False,True,False
2448,1626,474.0,154000,False,False,False,True,False
8198,1358,484.0,207000,False,False,False,False,True
3940,1455,644.0,195000,False,False,False,False,True
3940,1576,668.0,219990,False,False,False,False,True
3182,1504,437.0,191000,False,False,False,False,True
3182,1266,388.0,159895,True,False,False,False,False
3710,1246,428.0,187687,True,False,False,False,False
9024,1515,393.0,179000,True,False,False,False,False
7415,1593,398.0,193000,True,False,False,False,False
9587,1166,400.0,190000,True,False,False,False,False
8029,1456,400.0,176000,True,False,False,False,False
8010,1720,400.0,188000,True,False,False,False,False
8396,1986,434.0,213000,True,False,False,False,False
7301,1358,484.0,217300,False,False,False,False,True
10261,1792,451.0,186500,True,False,False,False,False
8220,1892,431.0,226750,True,False,False,False,False
15384,1490,388.0,184000,True,False,False,False,False
7750,1414,403.0,176000,True,False,False,False,False
12460,2322,400.0,225000,True,False,False,False,False
8390,1651,450.0,185900,True,False,False,False,False
9660,2199,516.0,284500,True,False,False,False,False
9200,2630,696.0,315000,True,False,False,False,False
14260,2198,836.0,250000,True,False,False,False,False
11000,2172,687.0,291000,True,False,False,False,False
11675,2006,938.0,350000,True,False,False,False,False
10990,2125,576.0,279500,True,False,False,False,False
11929,2501,751.0,290000,True,False,False,False,False
10437,2113,839.0,350000,True,False,False,False,False
10542,2418,983.0,341000,True,False,False,False,False
10010,2197,783.0,287500,True,False,False,False,False
10944,2127,525.0,271000,True,False,False,False,False
14303,1987,691.0,301500,True,False,False,False,False
11932,1580,830.0,235128,True,False,False,False,False
14598,1933,668.0,214000,True,False,False,False,False
11957,1574,824.0,232000,True,False,False,False,False
13253,1578,642.0,240000,True,False,False,False,False
14587,1506,592.0,264132,True,False,False,False,False
10206,1563,758.0,245000,True,False,False,False,False
12274,1428,554.0,227680,True,False,False,False,False
9801,1861,851.0,257000,True,False,False,False,False
9428,1874,880.0,297900,True,False,False,False,False
10037,1460,480.0,247000,True,False,False,False,False
8640,1372,588.0,212700,True,False,False,False,False
8640,1372,529.0,250580,True,False,False,False,False
11639,1428,480.0,182000,True,False,False,False,False
9803,1768,603.0,226700,True,False,False,False,False
9375,1992,648.0,250000,True,False,False,False,False
10625,1958,936.0,250000,True,False,False,False,False
10800,2078,836.0,339750,True,False,False,False,False
8125,1665,562.0,205950,True,False,False,False,False
10625,1660,660.0,256000,True,False,False,False,False
7500,1218,462.0,230348,True,False,False,False,False
8791,1728,673.0,207500,True,False,False,False,False
7500,1080,0.0,141000,True,False,False,False,False
10110,1696,542.0,188000,True,False,False,False,False
12774,1663,478.0,192500,True,False,False,False,False
13072,1175,0.0,146000,True,False,False,False,False
13695,1114,576.0,159000,True,False,False,False,False
13695,1114,576.0,155000,True,False,False,False,False
8366,1640,520.0,173000,True,False,False,False,False
9260,1162,483.0,170000,True,False,False,False,False
8453,1609,525.0,182000,True,False,False,False,False
8480,1680,474.0,163000,True,False,False,False,False
8125,1679,575.0,193500,True,False,False,False,False
14565,1657,483.0,189000,True,False,False,False,False
8450,1677,627.0,190500,True,False,False,False,False
8285,1737,506.0,175000,True,False,False,False,False
7153,1294,496.0,179200,True,False,False,False,False
9291,1710,506.0,187000,True,False,False,False,False
8012,1617,533.0,193000,False,False,False,False,True
7892,1199,530.0,153900,False,False,False,False,True
9100,984,384.0,128000,True,False,False,False,False
12968,912,352.0,144000,True,False,False,False,False
8100,864,420.0,135000,True,False,False,False,False
8450,890,308.0,115000,False,True,False,False,False
6360,864,276.0,119916,True,False,False,False,False
6768,912,288.0,142000,True,False,False,False,False
19508,1430,484.0,192000,True,False,False,False,False
10759,1641,490.0,140000,True,False,False,False,False
9205,2683,473.0,290000,True,False,False,False,False
11025,2786,636.0,372500,True,False,False,False,False
4282,1391,530.0,196000,False,False,False,False,True
4017,1250,625.0,171900,False,False,False,False,True
3435,1245,495.0,178000,False,False,False,False,True
3180,1200,480.0,165000,False,False,False,False,True
3180,1392,540.0,146000,False,False,False,False,True
3604,1392,540.0,146000,False,False,False,False,True
2280,1501,440.0,179400,False,False,False,True,False
2280,1549,440.0,172900,False,False,False,True,False
4765,1638,495.0,300000,False,False,False,False,True
4538,1310,545.0,285000,False,False,False,False,True
4385,1419,588.0,290000,False,False,False,False,True
4109,1557,484.0,305000,False,False,False,False,True
5119,1709,506.0,328900,False,False,False,False,True
2160,1252,462.0,160000,False,False,False,True,False
2160,1404,462.0,170000,False,False,False,True,False
10646,1789,546.0,223000,True,False,False,False,False
2645,1586,480.0,170000,False,False,False,True,False
2645,1607,480.0,200000,False,False,False,True,False
3951,2393,846.0,345000,False,False,False,False,True
14963,1288,500.0,245500,False,False,False,False,True
11064,1239,477.0,217500,False,False,False,False,True
10846,1719,473.0,324000,False,False,False,False,True
11120,1232,516.0,162500,True,False,False,False,False
24572,2944,864.0,150000,True,False,False,False,False
16280,1671,550.0,290000,True,False,False,False,False
7500,1812,469.0,205000,True,False,False,False,False
10400,1682,530.0,174000,True,False,False,False,False
11104,1427,516.0,183000,True,False,False,False,False
11050,1740,512.0,150000,True,False,False,False,False
11040,1258,528.0,145000,True,False,False,False,False
15387,1620,578.0,215000,True,False,False,False,False
9750,1625,484.0,140500,False,False,True,False,False
10800,2614,624.0,240000,True,False,False,False,False
8814,1464,470.0,141000,True,False,False,False,False
8872,912,576.0,147000,True,False,False,False,False
8125,925,576.0,135000,True,False,False,False,False
11072,1728,576.0,145000,False,False,True,False,False
13101,1728,576.0,142600,False,False,True,False,False
9246,1656,506.0,135000,False,False,True,False,False
13355,1670,464.0,170000,True,False,False,False,False
8963,2715,831.0,299800,True,False,False,False,False
9120,1876,540.0,185000,True,False,False,False,False
9130,1632,484.0,173000,True,False,False,False,False
12122,999,588.0,178400,True,False,False,False,False
9900,1978,486.0,176000,True,False,False,False,False
7785,1014,267.0,98000,True,False,False,False,False
8593,907,352.0,109008,True,False,False,False,False
8475,952,283.0,135750,True,False,False,False,False
8700,1128,525.0,155000,True,False,False,False,False
10175,1425,576.0,180500,True,False,False,False,False
9020,1165,490.0,174900,True,False,False,False,False
9200,1136,384.0,140000,True,False,False,False,False
8250,1092,504.0,145000,True,False,False,False,False
9350,1265,502.0,179900,True,False,False,False,False
9020,1350,520.0,168500,True,False,False,False,False
9900,1114,451.0,140000,True,False,False,False,False
