Lot Area,Gr Liv Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
6000,1412,132500,True,False,False,False,False
6000,1142,93000,True,False,False,False,False
6000,904,119000,True,False,False,False,False
6911,1301,100000,True,False,False,False,False
6120,1539,141500,True,False,False,False,False
6120,1573,133000,True,False,False,False,False
6120,800,60000,True,False,False,False,False
6120,875,105000,True,False,False,False,False
6120,995,115000,True,False,False,False,False
6120,1582,150000,True,False,False,False,False
8635,1072,126500,True,False,False,False,False
11888,2134,214500,True,False,False,False,False
11414,2019,167500,True,False,False,False,False
8094,1768,155000,True,False,False,False,False
2500,1826,155000,True,False,False,False,False
9928,1944,179900,True,False,False,False,False
5520,2229,104000,True,False,False,False,False
3000,2128,62500,False,False,True,False,False
6876,1930,149000,True,False,False,False,False
6240,1208,103000,True,False,False,False,False
5775,1427,123000,True,False,False,False,False
5852,1864,97500,False,True,False,False,False
5160,1666,135000,True,False,False,False,False
5160,892,70000,True,False,False,False,False
10320,1403,116000,False,True,False,False,False
4280,704,88750,True,False,False,False,False
10800,1200,179000,False,False,True,False,False
10800,1200,179000,False,False,True,False,False
10547,1152,159900,False,False,True,False,False
10020,904,61000,True,False,False,False,False
6629,1369,103600,True,False,False,False,False
9780,1112,63000,True,False,False,False,False
12886,1464,175000,True,False,False,False,False
8816,1121,139000,True,False,False,False,False
11184,1683,172500,True,False,False,False,False
11625,1052,113500,True,False,False,False,False
7800,899,130000,True,False,False,False,False
8014,1034,149900,True,False,False,False,False
7252,858,134900,True,False,False,False,False
8740,860,137000,True,False,False,False,False
11616,1092,139000,True,False,False,False,False
15400,1774,165000,True,False,False,False,False
15312,1138,148000,True,False,False,False,False
15584,2071,165000,True,False,False,False,False
9000,660,63900,True,False,False,False,False
11250,1788,161500,True,False,False,False,False
25095,1473,143000,True,False,False,False,False
17140,1229,135000,True,False,False,False,False
12342,861,82500,True,False,False,False,False
10708,1867,190000,True,False,False,False,False
13680,1733,139600,True,False,False,False,False
15635,1383,122000,True,False,False,False,False
9855,1689,127500,True,False,False,False,False
9571,1073,121500,True,False,False,False,False
9571,1276,60000,True,False,False,False,False
9350,1639,154400,True,False,False,False,False
9340,672,113000,True,False,False,False,False
7440,1089,125000,True,False,False,False,False
11500,845,84000,True,False,False,False,False
4235,1049,139500,False,False,False,False,True
11409,1716,131000,True,False,False,False,False
9060,1258,105000,True,False,False,False,False
9084,1510,108000,True,False,False,False,False
10778,1061,162000,True,False,False,False,False
19255,1338,156500,True,False,False,False,False
12327,2132,316600,True,False,False,False,False
14684,2196,271900,True,False,False,False,False
9317,1775,213000,True,False,False,False,False
10560,1879,239900,True,False,False,False,False
9828,2020,239500,True,False,False,False,False
26400,2016,131000,True,False,False,False,False
7018,1535,118964,False,False,True,False,False
7018,1224,153337,False,False,True,False,False
7018,2228,147983,False,False,True,False,False
7018,1535,118858,False,False,True,False,False
7018,1535,118858,False,False,True,False,False
7018,2240,142953,False,False,True,False,False
7040,1229,148325,False,False,True,False,False
7007,1513,113722,False,False,True,False,False
11855,2787,269500,False,False,True,False,False
7939,2787,269500,False,False,True,False,False
7976,2787,269500,False,False,True,False,False
10933,1680,323262,True,False,False,False,False
10637,1718,297000,True,False,False,False,False
10226,1630,295493,True,False,False,False,False
10816,1720,332000,True,False,False,False,False
9178,1468,239900,True,False,False,False,False
10769,1768,212000,True,False,False,False,False
11422,1838,272500,True,False,False,False,False
11923,1800,239000,True,False,False,False,False
8814,1604,220000,True,False,False,False,False
6762,1290,200000,True,False,False,False,False
10324,1254,221800,True,False,False,False,False
7314,1232,194500,True,False,False,False,False
11645,1498,237000,True,False,False,False,False
11646,1422,173000,True,False,False,False,False
12800,1644,275000,True,False,False,False,False
16698,1759,233500,True,False,False,False,False
28698,2126,185000,True,False,False,False,False
12464,1040,152000,True,False,False,False,False
9757,990,143000,True,False,False,False,False
15426,1764,231500,True,False,False,False,False
10667,1661,212000,True,False,False,False,False
14753,1463,207000,True,False,False,False,False
10859,1097,145000,True,False,False,False,False
8072,990,138000,True,False,False,False,False
10400,1779,197900,True,False,False,False,False
10335,1501,204000,True,False,False,False,False
9017,1431,192000,True,False,False,False,False
8750,1772,200000,True,False,False,False,False
8935,1660,195000,True,False,False,False,False
9808,1573,227000,True,False,False,False,False
12420,1840,230000,True,False,False,False,False
16285,1430,187100,True,False,False,False,False
10739,1444,203000,True,False,False,False,False
11166,1492,201000,True,False,False,False,False
8430,1040,124000,True,False,False,False,False
16269,907,140000,True,False,False,False,False
6950,914,134900,True,False,False,False,False
8800,1040,150500,True,False,False,False,False
7000,864,136500,True,False,False,False,False
9286,1268,143500,True,False,False,False,False
15523,864,133500,True,False,False,False,False
7200,894,123000,True,False,False,False,False
7200,768,133900,True,False,False,False,False
8445,768,133000,True,False,False,False,False
11664,1611,250000,True,False,False,False,False
12334,2184,254750,True,False,False,False,False
11838,1788,236500,True,False,False,False,False
11885,1872,261500,True,False,False,False,False
11050,2153,313000,True,False,False,False,False
8749,1725,198500,True,False,False,False,False
11250,1870,211000,True,False,False,False,False
15750,1513,220000,True,False,False,False,False
11883,1504,203000,True,False,False,False,False
12782,1828,279500,True,False,False,False,False
8750,1417,210000,True,False,False,False,False
9375,2034,219500,True,False,False,False,False
8750,1716,191000,True,False,False,False,False
9100,1212,178000,True,False,False,False,False
9750,1630,213000,True,False,False,False,False
4435,848,144000,False,False,False,False,True
4435,848,140000,False,False,False,False,True
10200,1602,293200,True,False,False,False,False
9313,1728,190000,True,False,False,False,False
8487,1500,190000,True,False,False,False,False
8633,1476,173500,True,False,False,False,False
11069,1396,170000,True,False,False,False,False
8777,1126,108000,True,False,False,False,False
9937,1486,167000,True,False,False,False,False
8877,816,100000,True,False,False,False,False
7301,1922,198500,True,False,False,False,False
7950,1426,159500,True,False,False,False,False
10682,1149,127000,True,False,False,False,False
7200,1125,125000,True,False,False,False,False
13286,1698,320000,True,False,False,False,False
3675,1072,145500,False,False,False,False,True
9405,698,118000,True,False,False,False,False
6410,876,85000,True,False,False,False,False
11767,1368,120000,True,False,False,False,False
8405,1529,98000,True,False,False,False,False
4060,864,99900,True,False,False,False,False
10206,944,82000,True,False,False,False,False
10926,1678,119900,False,False,True,False,False
11767,1560,103500,True,False,False,False,False
8926,960,112000,True,False,False,False,False
12354,1196,110000,True,False,False,False,False
8212,1298,122000,True,False,False,False,False
10998,1604,117000,True,False,False,False,False
6300,1268,160000,True,False,False,False,False
4500,1520,159434,True,False,False,False,False
8400,438,60000,True,False,False,False,False
9900,1489,139500,True,False,False,False,False
15863,3082,197000,True,False,False,False,False
5707,1242,105000,True,False,False,False,False
7804,1981,135000,True,False,False,False,False
8574,1232,147500,True,False,False,False,False
6171,1608,137450,True,False,False,False,False
7200,1135,155000,True,False,False,False,False
7558,1913,177000,True,False,False,False,False
6292,1477,145000,True,False,False,False,False
7155,1228,137000,True,False,False,False,False
10918,2080,234000,True,False,False,False,False
13680,1567,205000,True,False,False,False,False
7500,1494,177500,True,False,False,False,False
9600,1308,160000,True,False,False,False,False
14680,1273,155000,True,False,False,False,False
13360,964,163500,True,False,False,False,False
7681,1343,154900,True,False,False,False,False
8145,2480,205000,False,False,True,False,False
9100,1112,144800,True,False,False,False,False
12000,1564,174500,True,False,False,False,False
13339,1561,193000,True,False,False,False,False
15600,1523,158000,True,False,False,False,False
14000,1152,158500,True,False,False,False,False
17500,1906,224000,True,False,False,False,False
1733,1032,115000,False,False,False,True,False
1488,1229,137000,False,False,False,False,True
1612,1229,121000,False,False,False,True,False
1300,1229,124000,False,False,False,False,True
13607,1982,208000,True,False,False,False,False
17597,2365,315000,True,False,False,False,False
21695,1680,222000,True,False,False,False,False
10690,1344,147000,True,False,False,False,False
8660,2168,123000,True,False,False,False,False
6402,1192,78000,True,False,False,False,False
8470,1526,85000,True,False,False,False,False
10200,572,75000,True,False,False,False,False
3843,1648,230000,False,False,False,False,True
21780,810,57625,True,False,False,False,False
10125,2052,251000,True,False,False,False,False
12822,2149,239686,True,False,False,False,False
12118,1710,240000,True,False,False,False,False
12209,1961,215000,True,False,False,False,False
9750,926,156450,True,False,False,False,False
9360,1287,173000,True,False,False,False,False
10125,1734,126000,False,False,True,False,False
9947,1217,173000,True,False,False,False,False
11070,1595,152000,True,False,False,False,False
14375,1344,137500,True,False,False,False,False
215245,2036,375000,True,False,False,False,False
12898,1620,315500,True,False,False,False,False
13159,1692,224500,True,False,False,False,False
13438,2036,410000,True,False,False,False,False
14463,1641,316500,True,False,False,False,False
8925,1466,201000,True,False,False,False,False
11457,1412,175000,True,False,False,False,False
9839,2237,204000,True,False,False,False,False
14419,1479,213500,True,False,False,False,False
6853,1296,220000,True,False,False,False,False
9157,2014,170000,True,False,False,False,False
14601,1838,315000,True,False,False,False,False
12633,1978,425000,True,False,False,False,False
12518,1008,139500,True,False,False,False,False
21750,1771,115000,True,False,False,False,False
4500,1204,162000,False,False,False,False,True
4500,1224,165000,False,False,False,False,True
1596,988,91000,False,False,False,True,False
9858,874,130000,True,False,False,False,False
1526,630,86000,False,False,False,True,False
13383,1404,160000,True,False,False,False,False
1477,630,80000,False,False,False,False,True
1533,1344,97000,False,False,False,True,False
2217,1092,88000,False,False,False,False,True
7689,796,131900,True,False,False,False,False
7706,1091,131250,True,False,False,False,False
9101,1110,165500,True,False,False,False,False
8780,833,112000,True,False,False,False,False
7669,883,149000,True,False,False,False,False
14115,1362,143000,True,False,False,False,False
10429,1287,130000,True,False,False,False,False
9819,1567,196000,True,False,False,False,False
10457,1632,173000,True,False,False,False,False
11029,1414,176500,True,False,False,False,False
12925,2117,237500,True,False,False,False,False
11075,2112,206900,True,False,False,False,False
8702,1604,187500,True,False,False,False,False
8139,1470,165000,True,False,False,False,False
9535,1604,195500,True,False,False,False,False
9042,1638,192000,True,False,False,False,False
15038,1636,173000,True,False,False,False,False
14137,1384,177900,True,False,False,False,False
21872,1446,175000,True,False,False,False,False
4923,1593,286000,False,False,False,False,True
6264,1682,247900,True,False,False,False,False
5395,1337,180000,False,False,False,False,True
5070,1280,180000,False,False,False,False,True
10839,1604,181000,True,False,False,False,False
11184,1633,183000,True,False,False,False,False
8000,1658,188000,True,False,False,False,False
10832,1895,194500,True,False,False,False,False
14067,1709,185000,True,False,False,False,False
4671,1228,189000,False,False,False,False,True
5950,1337,188500,False,False,False,False,True
13543,2500,355000,True,False,False,False,False
11198,2504,325000,True,False,False,False,False
15401,1884,387000,True,False,False,False,False
31220,1474,115000,True,False,False,False,False
8118,1710,334000,False,False,False,False,True
47280,1488,133000,True,False,False,False,False
20544,2093,215000,True,False,False,False,False
12680,1688,226500,True,False,False,False,False
12090,1422,175500,True,False,False,False,False
10825,1260,181900,True,False,False,False,False
18559,2064,235000,True,False,False,False,False
14450,1782,220000,True,False,False,False,False
12227,2872,272000,True,False,False,False,False
13068,1211,161000,True,False,False,False,False
15611,1126,175000,True,False,False,False,False
10400,2044,185000,True,False,False,False,False
9743,1308,146900,True,False,False,False,False
12511,2840,292500,True,False,False,False,False
11361,1523,180000,True,False,False,False,False
10400,1444,159900,True,False,False,False,False
10480,1964,205000,True,False,False,False,False
10000,1178,157000,True,False,False,False,False
14311,2340,306000,True,False,False,False,False
9000,1792,133000,False,False,True,False,False
9750,1054,151000,True,False,False,False,False
10295,936,111900,True,False,False,False,False
7560,864,123000,True,False,False,False,False
12735,864,111250,True,False,False,False,False
4060,1337,181000,False,False,False,False,True
1680,987,103400,False,False,False,True,False
1680,987,100000,False,False,False,True,False
1890,987,100500,False,False,False,True,False
1869,987,106000,False,False,False,True,False
1680,987,85400,False,False,False,True,False
1680,987,89500,False,False,False,False,True
1680,1302,111750,False,False,False,True,False
4043,1069,140000,False,False,False,False,True
2308,1456,143000,False,False,False,False,True
2529,1055,148500,False,False,False,True,False
9477,892,110000,True,False,False,False,False
12444,1932,394617,True,False,False,False,False
12474,2332,426000,True,False,False,False,False
14803,2084,385000,True,False,False,False,False
14948,2713,446261,True,False,False,False,False
12704,1582,317500,True,False,False,False,False
13891,1710,372402,True,False,False,False,False
13693,2464,417500,True,False,False,False,False
14418,1950,383000,True,False,False,False,False
13418,2748,390000,True,False,False,False,False
12539,2790,460000,True,False,False,False,False
12151,2331,379000,True,False,False,False,False
8899,2088,250000,True,False,False,False,False
10574,2332,316000,True,False,False,False,False
12720,2470,615000,True,False,False,False,False
13688,2668,412500,True,False,False,False,False
10625,2046,284000,True,False,False,False,False
10845,1575,284000,True,False,False,False,False
16900,2649,421250,True,False,False,False,False
16451,2690,370000,True,False,False,False,False
10110,1866,336860,False,False,False,False,True
8769,1702,367294,False,False,False,False,True
12304,1367,192000,False,False,False,False,True
12677,1518,274000,False,False,False,False,True
8849,1684,266000,False,False,False,False,True
8232,1800,370967,False,False,False,False,True
6240,1342,234250,False,False,False,False,True
6240,1342,219500,False,False,False,False,True
2448,1626,155000,False,False,False,True,False
2448,1626,154000,False,False,False,True,False
8198,1358,207000,False,False,False,False,True
3940,1455,195000,False,False,False,False,True
3940,1576,219990,False,False,False,False,True
3182,1504,191000,False,False,False,False,True
3182,1266,159895,True,False,False,False,False
3710,1246,187687,True,False,False,False,False
9024,1515,179000,True,False,False,False,False
7415,1593,193000,True,False,False,False,False
9587,1166,190000,True,False,False,False,False
8029,1456,176000,True,False,False,False,False
8010,1720,188000,True,False,False,False,False
8396,1986,213000,True,False,False,False,False
7301,1358,217300,False,False,False,False,True
10261,1792,186500,True,False,False,False,False
8220,1892,226750,True,False,False,False,False
15384,1490,184000,True,False,False,False,False
7750,1414,176000,True,False,False,False,False
12460,2322,225000,True,False,False,False,False
8390,1651,185900,True,False,False,False,False
9660,2199,284500,True,False,False,False,False
9200,2630,315000,True,False,False,False,False
14260,2198,250000,True,False,False,False,False
11000,2172,291000,True,False,False,False,False
11675,2006,350000,True,False,False,False,False
10990,2125,279500,True,False,False,False,False
11929,2501,290000,True,False,False,False,False
10437,2113,350000,True,False,False,False,False
10542,2418,341000,True,False,False,False,False
10010,2197,287500,True,False,False,False,False
10944,2127,271000,True,False,False,False,False
14303,1987,301500,True,False,False,False,False
11932,1580,235128,True,False,False,False,False
14598,1933,214000,True,False,False,False,False
11957,1574,232000,True,False,False,False,False
13253,1578,240000,True,False,False,False,False
14587,1506,264132,True,False,False,False,False
10206,1563,245000,True,False,False,False,False
12274,1428,227680,True,False,False,False,False
9801,1861,257000,True,False,False,False,False
9428,1874,297900,True,False,False,False,False
10037,1460,247000,True,False,False,False,False
8640,1372,212700,True,False,False,False,False
8640,1372,250580,True,False,False,False,False
11639,1428,182000,True,False,False,False,False
9803,1768,226700,True,False,False,False,False
9375,1992,250000,True,False,False,False,False
10625,1958,250000,True,False,False,False,False
10800,2078,339750,True,False,False,False,False
8125,1665,205950,True,False,False,False,False
10625,1660,256000,True,False,False,False,False
7500,1218,230348,True,False,False,False,False
8791,1728,207500,True,False,False,False,False
7500,1080,141000,True,False,False,False,False
10110,1696,188000,True,False,False,False,False
12774,1663,192500,True,False,False,False,False
13072,1175,146000,True,False,False,False,False
13695,1114,159000,True,False,False,False,False
13695,1114,155000,True,False,False,False,False
8366,1640,173000,True,False,False,False,False
9260,1162,170000,True,False,False,False,False
8453,1609,182000,True,False,False,False,False
8480,1680,163000,True,False,False,False,False
8125,1679,193500,True,False,False,False,False
14565,1657,189000,True,False,False,False,False
8450,1677,190500,True,False,False,False,False
8285,1737,175000,True,False,False,False,False
7153,1294,179200,True,False,False,False,False
9291,1710,187000,True,False,False,False,False
8012,1617,193000,False,False,False,False,True
7892,1199,153900,False,False,False,False,True
9100,984,128000,True,False,False,False,False
12968,912,144000,True,False,False,False,False
8100,864,135000,True,False,False,False,False
8450,890,115000,False,True,False,False,False
6360,864,119916,True,False,False,False,False
6768,912,142000,True,False,False,False,False
19508,1430,192000,True,False,False,False,False
10759,1641,140000,True,False,False,False,False
9205,2683,290000,True,False,False,False,False
11025,2786,372500,True,False,False,False,False
4282,1391,196000,False,False,False,False,True
4017,1250,171900,False,False,False,False,True
3435,1245,178000,False,False,False,False,True
3180,1200,165000,False,False,False,False,True
3180,1392,146000,False,False,False,False,True
3604,1392,146000,False,False,False,False,True
2280,1501,179400,False,False,False,True,False
2280,1549,172900,False,False,False,True,False
4765,1638,300000,False,False,False,False,True
4538,1310,285000,False,False,False,False,True
4385,1419,290000,False,False,False,False,True
4109,1557,305000,False,False,False,False,True
5119,1709,328900,False,False,False,False,True
2160,1252,160000,False,False,False,True,False
2160,1404,170000,False,False,False,True,False
10646,1789,223000,True,False,False,False,False
2645,1586,170000,False,False,False,True,False
2645,1607,200000,False,False,False,True,False
3951,2393,345000,False,False,False,False,True
14963,1288,245500,False,False,False,False,True
11064,1239,217500,False,False,False,False,True
10846,1719,324000,False,False,False,False,True
11120,1232,162500,True,False,False,False,False
24572,2944,150000,True,False,False,False,False
16280,1671,290000,True,False,False,False,False
7500,1812,205000,True,False,False,False,False
10400,1682,174000,True,False,False,False,False
11104,1427,183000,True,False,False,False,False
11050,1740,150000,True,False,False,False,False
11040,1258,145000,True,False,False,False,False
15387,1620,215000,True,False,False,False,False
9750,1625,140500,False,False,True,False,False
10800,2614,240000,True,False,False,False,False
8814,1464,141000,True,False,False,False,False
8872,912,147000,True,False,False,False,False
8125,925,135000,True,False,False,False,False
11072,1728,145000,False,False,True,False,False
13101,1728,142600,False,False,True,False,False
9246,1656,135000,False,False,True,False,False
13355,1670,170000,True,False,False,False,False
8963,2715,299800,True,False,False,False,False
9120,1876,185000,True,False,False,False,False
9130,1632,173000,True,False,False,False,False
12122,999,178400,True,False,False,False,False
9900,1978,176000,True,False,False,False,False
7785,1014,98000,True,False,False,False,False
8593,907,109008,True,False,False,False,False
8475,952,135750,True,False,False,False,False
8700,1128,155000,True,False,False,False,False
10175,1425,180500,True,False,False,False,False
9020,1165,174900,True,False,False,False,False
9200,1136,140000,True,False,False,False,False
8250,1092,145000,True,False,False,False,False
9350,1265,179900,True,False,False,False,False
9020,1350,168500,True,False,False,False,False
9900,1114,140000,True,False,False,False,False
10007,1053,145500,True,False,False,False,False
10721,1252,142000,True,False,False,False,False
12493,1100,141000,True,False,False,False,False
11332,1118,153000,True,False,False,False,False
6627,720,72500,True,False,False,False,False
4130,729,52000,True,False,False,False,False
7420,1077,118000,False,True,False,False,False
4882,906,87000,True,False,False,False,False
9600,1496,141500,True,False,False,False,False
9600,1252,119000,True,False,False,False,False
9600,1337,141500,True,False,False,False,False
9600,1661,165500,True,False,False,False,False
7584,1036,112900,True,False,False,False,False
13700,1820,201800,True,False,False,False,False
10197,1362,163000,True,False,False,False,False
7875,1144,139950,True,False,False,False,False
8400,1537,174000,True,False,False,False,False
9150,1431,165000,True,False,False,False,False
14670,1988,227000,True,False,False,False,False
7390,1098,135000,True,False,False,False,False
9204,1144,124000,True,False,False,False,False
7763,1283,140000,True,False,False,False,False
8856,1176,136500,True,False,False,False,False
9840,1440,185000,True,False,False,False,False
9120,1261,163000,True,False,False,False,False
13200,1570,166800,True,False,False,False,False
9000,1196,139000,True,False,False,False,False
11900,1392,166000,True,False,False,False,False
9464,1080,136000,True,False,False,False,False
10425,1104,133000,True,False,False,False,False
11556,882,116000,True,False,False,False,False
9373,1152,137500,True,False,False,False,False
12774,950,130000,True,False,False,False,False
14250,1790,180000,True,False,False,False,False
7350,952,139000,True,False,False,False,False
7677,773,110000,True,False,False,False,False
8838,1764,100000,True,False,False,False,False
8480,1216,118500,True,False,False,False,False
12436,1824,146000,False,False,True,False,False
10122,869,89900,True,False,False,False,False
7506,1159,114000,True,False,False,False,False
10930,1558,140000,True,False,False,False,False
5400,672,86900,True,False,False,False,False
10836,1436,139000,True,False,False,False,False
10800,1294,106250,False,True,False,False,False
9247,1716,171000,True,False,False,False,False
10180,1044,139000,True,False,False,False,False
11355,1312,186000,True,False,False,False,False
10920,1253,157000,True,False,False,False,False
12929,1081,148000,True,False,False,False,False
27650,2069,242000,True,False,False,False,False
8892,910,116000,True,False,False,False,False
7200,876,94000,True,False,False,False,False
7200,1048,98300,True,False,False,False,False
7910,1507,127000,True,False,False,False,False
8000,1256,159000,True,False,False,False,False
8000,1027,125900,True,False,False,False,False
7931,1269,155000,True,False,False,False,False
8064,1320,138000,True,False,False,False,False
6390,984,112500,True,False,False,False,False
7227,832,105500,True,False,False,False,False
7200,1278,127500,True,False,False,False,False
8513,1800,130000,False,False,True,False,False
7200,1588,150000,True,False,False,False,False
7200,825,109500,True,False,False,False,False
7056,1796,140000,True,False,False,False,False
9760,1611,167900,True,False,False,False,False
7590,1117,136870,True,False,False,False,False
9836,1133,143000,True,False,False,False,False
5232,764,73000,True,False,False,False,False
10440,1539,157500,True,False,False,False,False
9184,1323,122600,True,False,False,False,False
4800,1360,111000,True,False,False,False,False
10440,2792,256000,True,False,False,False,False
4800,672,64000,True,False,False,False,False
6000,1456,139500,True,False,False,False,False
11426,1594,118000,False,True,False,False,False
11426,2082,200000,True,False,False,False,False
7628,1656,119164,True,False,False,False,False
7308,1740,122250,True,False,False,False,False
5400,1027,120000,True,False,False,False,False
10800,1436,155000,False,True,False,False,False
6756,899,78000,True,False,False,False,False
5914,1080,95000,True,False,False,False,False
6000,789,115000,True,False,False,False,False
12000,1122,147000,True,False,False,False,False
9000,1499,140000,True,False,False,False,False
7311,407,46500,True,False,False,False,False
6000,928,112500,True,False,False,False,False
6000,901,107900,True,False,False,False,False
12205,1588,65000,True,False,False,False,False
18386,3493,295000,True,False,False,False,False
9142,1627,139500,False,True,False,False,False
12665,1416,153900,True,False,False,False,False
5350,1450,132000,True,False,False,False,False
4571,1344,98000,True,False,False,False,False
9143,1017,114000,True,False,False,False,False
9600,2350,130000,False,True,False,False,False
9600,2058,129500,True,False,False,False,False
6000,1540,129400,True,False,False,False,False
9600,1378,161000,True,False,False,False,False
10800,1912,163000,False,True,False,False,False
6300,1484,128000,True,False,False,False,False
5250,2358,122000,True,False,False,False,False
5700,1111,116900,True,False,False,False,False
13500,2775,325000,True,False,False,False,False
11340,1086,55000,True,False,False,False,False
10800,2495,184000,True,False,False,False,False
9750,984,110000,True,False,False,False,False
12150,1795,131500,True,False,False,False,False
12702,882,97000,True,False,False,False,False
8516,1093,115500,True,False,False,False,False
7111,1143,138000,True,False,False,False,False
7425,1668,108000,True,False,False,False,False
9100,935,79500,True,False,False,False,False
7010,1738,153000,True,False,False,False,False
6130,784,109500,True,False,False,False,False
5000,1210,124000,True,False,False,False,False
5870,1290,106900,True,False,False,False,False
6000,1672,164900,True,False,False,False,False
6000,949,119000,True,False,False,False,False
6000,1158,120000,True,False,False,False,False
6000,1497,157000,True,False,False,False,False
6000,1342,105000,True,False,False,False,False
5000,1013,113000,True,False,False,False,False
5520,1216,115000,True,False,False,False,False
5940,896,79000,True,False,False,False,False
6240,1136,123000,True,False,False,False,False
6120,808,81300,True,False,False,False,False
6240,1573,162900,True,False,False,False,False
6240,2009,150000,True,False,False,False,False
6120,1902,123500,True,False,False,False,False
6120,1774,129900,True,False,False,False,False
6155,1362,128000,True,False,False,False,False
6324,520,68500,True,False,False,False,False
8635,1285,127000,True,False,False,False,False
13053,1848,207000,True,False,False,False,False
9120,1820,184000,True,False,False,False,False
9144,1716,162500,True,False,False,False,False
9144,1505,145000,True,False,False,False,False
10267,838,130000,True,False,False,False,False
8094,1984,160000,False,True,False,False,False
5100,1666,161000,True,False,False,False,False
4347,1609,127500,True,False,False,False,False
6291,768,93850,True,False,False,False,False
10266,1536,136000,True,False,False,False,False
6876,1969,141000,True,False,False,False,False
10320,1308,120000,True,False,False,False,False
7200,1040,127500,True,False,False,False,False
7006,1236,127000,True,False,False,False,False
7920,1406,89500,True,False,False,False,False
8235,825,125000,True,False,False,False,False
5586,1198,79900,True,False,False,False,False
10320,759,85000,True,False,False,False,False
10320,1344,82375,False,True,False,False,False
10320,1469,135000,True,False,False,False,False
9488,1054,124000,True,False,False,False,False
8250,1211,134000,True,False,False,False,False
21286,1271,135000,True,False,False,False,False
17120,1588,134432,True,False,False,False,False
10106,1355,127500,False,True,False,False,False
11235,1075,148000,True,False,False,False,False
11200,1040,129500,True,False,False,False,False
13014,1096,157500,True,False,False,False,False
7162,904,109900,True,False,False,False,False
10265,992,145000,True,False,False,False,False
9764,894,130000,True,False,False,False,False
7703,1034,153000,True,False,False,False,False
9981,1073,120000,True,False,False,False,False
7400,1126,152000,True,False,False,False,False
12900,1258,108959,False,False,True,False,False
12900,1140,95541,False,True,False,False,False
9000,1006,80000,True,False,False,False,False
8544,1228,149350,True,False,False,False,False
9239,960,144900,True,False,False,False,False
14175,1188,185000,True,False,False,False,False
13284,1383,165000,True,False,False,False,False
13500,1252,235000,True,False,False,False,False
13825,1601,140000,True,False,False,False,False
10200,672,108000,True,False,False,False,False
10532,1721,145000,True,False,False,False,False
8375,1350,152400,True,False,False,False,False
10200,904,144000,True,False,False,False,False
2887,1291,173000,True,False,False,False,False
10005,2022,192000,True,False,False,False,False
20270,1524,245000,True,False,False,False,False
39104,1363,241500,True,False,False,False,False
53227,1663,256000,True,False,False,False,False
11512,1357,177000,True,False,False,False,False
5190,1079,125600,True,False,False,False,False
10452,1094,155000,True,False,False,False,False
45600,2358,240000,True,False,False,False,False
19550,1518,260000,True,False,False,False,False
21780,1674,185000,True,False,False,False,False
13728,2108,235000,True,False,False,False,False
9571,1509,159900,True,False,False,False,False
9350,864,99600,False,False,True,False,False
9360,1269,134500,True,False,False,False,False
8405,1367,119000,True,False,False,False,False
7000,1347,107500,False,True,False,False,False
10880,1164,125000,False,True,False,False,False
9600,1096,79000,True,False,False,False,False
9084,1111,95000,True,False,False,False,False
11839,2329,262280,True,False,False,False,False
9771,2814,260000,True,False,False,False,False
9938,1626,226500,True,False,False,False,False
14171,2200,225000,True,False,False,False,False
10541,2037,229000,True,False,False,False,False
10616,1356,177439,True,False,False,False,False
9345,1615,248500,True,False,False,False,False
11778,2276,475000,True,False,False,False,False
11778,1766,395039,True,False,False,False,False
11228,2097,228000,True,False,False,False,False
11454,1511,225000,True,False,False,False,False
11500,1643,195000,True,False,False,False,False
12798,1688,200000,True,False,False,False,False
9750,990,155000,True,False,False,False,False
9525,1099,144000,True,False,False,False,False
9245,990,145000,True,False,False,False,False
8696,1418,226001,True,False,False,False,False
13142,1771,215700,True,False,False,False,False
8998,1652,207500,True,False,False,False,False
9179,1790,193000,True,False,False,False,False
8924,1724,188000,True,False,False,False,False
9382,1479,191000,True,False,False,False,False
12803,1494,221000,True,False,False,False,False
12435,1792,231500,True,False,False,False,False
12192,1823,235000,True,False,False,False,False
11250,1786,223500,True,False,False,False,False
9200,938,130250,True,False,False,False,False
8385,985,149900,True,False,False,False,False
12250,1174,158000,True,False,False,False,False
10970,1026,147000,True,False,False,False,False
9216,1076,143195,True,False,False,False,False
14330,1558,163000,True,False,False,False,False
7990,924,110000,True,False,False,False,False
7180,864,127000,True,False,False,False,False
7200,780,124900,True,False,False,False,False
9742,1795,230000,True,False,False,False,False
9473,2031,237000,True,False,False,False,False
10316,1865,235000,True,False,False,False,False
10400,2161,230500,True,False,False,False,False
9066,1852,230000,True,False,False,False,False
11404,2031,222500,True,False,False,False,False
9240,2263,287000,True,False,False,False,False
9720,1947,274000,True,False,False,False,False
14860,1786,300000,True,False,False,False,False
11250,2290,255900,True,False,False,False,False
8158,1768,224900,True,False,False,False,False
10905,2327,240000,True,False,False,False,False
7226,1640,183000,True,False,False,False,False
11690,1764,207000,True,False,False,False,False
8750,1908,210000,True,False,False,False,False
4435,848,136500,False,False,False,False,True
4426,848,145000,False,False,False,False,True
13125,1493,208900,True,False,False,False,False
10126,1838,185000,False,False,True,False,False
9135,1536,214000,True,False,False,False,False
8450,1710,208500,True,False,False,False,False
9750,1445,186500,True,False,False,False,False
8450,1436,210000,True,False,False,False,False
